geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
5505,5059.785075783979,435.2048111319147,108,137208,100.02132086319861,127556.95303397017,547,704523,539.0213208631984,694871.9530339702,141,186679,108.04504988053088,140078.42234977853,580,753994,547.0450498805307,707393.4223497787
5506,13487.019925429486,841.7078948906368,111,155447,103.722246368464,144351.9855129124,545,704086,537.7222463684641,692990.9855129126,121,168196,106.87089350456486,148291.4038594791,555,716835,540.870893504565,696930.4038594794
5507,62220.81019576528,1886.4935849728722,105,138092,100.53099173659795,132514.1928900817,598,709417,593.5309917365979,703839.1928900814,124,163583,106.78998344231591,141454.24502544056,617,734908,599.7899834423159,712779.2450254402
5502,11951.034088856333,561.7949963352871,48,67320,45.79806149956967,64411.09929480918,479,714809,476.79806149956977,711900.0992948094,56,80894,47.4939428947169,67470.80958281734,487,728383,478.49394289471707,714959.8095828175
5508,18203.8134048789,1114.0444662205473,83,105845,78.71174624709684,100223.83470141636,515,690688,510.7117462470968,685066.8347014164,97,126825,83.4720390127987,107548.47169242793,529,711668,515.4720390127986,692391.4716924281
5501,4596.029884606009,362.222338660604,71,99510,62.166523962387814,86126.42330513363,533,700561,524.1665239623878,687177.4233051335,103,139108,71.4819084235145,97561.31439643352,565,740159,533.4819084235145,698612.3143964333
5503,29597.264780225694,1446.5312780825452,125,160606,118.26953184495518,150703.86854529683,555,711581,548.2695318449548,701678.8685452965,136,174566,121.05143050256338,154300.63067206249,566,725541,551.0514305025629,705275.6306720622
5504,333.03524583812526,136.7784192337953,87,110307,80.21470338706368,100761.4356573071,662,704186,655.2147033870637,694640.435657307,108,130066,85.72956840444515,105944.54507906902,683,723945,660.729568404445,699823.5450790691
