geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
1304,1310.572141083835,246.88322823754393,44,280777,41.08863680226835,263551.7157228594,119,691661,116.08863680226834,674435.7157228594,53,331550,43.7389454093453,277302.5041023182,128,742434,118.73894540934529,688186.5041023182
1301,23116.999007887844,1147.960569882703,45,164091,43.88364295540854,159912.13587311067,168,695932,166.88364295540853,691753.1358731104,47,177102,44.2459934645409,162375.21527667917,170,708943,167.2459934645409,694216.2152766789
1314,9435.57366480064,619.7198176566366,49,270013,48.6961827326908,268683.2845030817,123,694135,122.69618273269079,692805.2845030819,49,270013,48.6961827326908,268683.2845030817,123,694135,122.69618273269079,692805.2845030819
1312,21568.12197862529,1221.505438904128,54,231608,53.476528752280565,227593.97378263075,152,684053,151.47652875228061,680038.9737826308,57,250363,54.3498492014544,232960.838258757,155,702808,152.34984920145445,685405.838258757
1308,22943.913181638087,1353.2742277190273,66,296991,65.52728554764411,294806.926215017,155,688637,154.52728554764408,686452.9262150171,69,308019,66.35295555103528,297937.8354844009,158,699665,155.35295555103525,689583.835484401
1307,1043.691535042673,222.86606911234122,49,326347,46.95792440599323,309186.91488938045,113,702095,110.95792440599324,684934.9148893806,53,363972,48.09077940503328,317497.47937503335,117,739720,112.09077940503329,693245.4793750335
1311,2844.7081944314577,358.14580558348575,53,315506,48.58010817005147,289208.8637288432,111,710847,106.58010817005147,684549.8637288434,59,348019,50.03382616275905,296317.402655832,117,743360,108.03382616275906,691658.402655832
1305,691.6772611149938,153.7114169847313,46,208768,42.4291540365264,193209.31526661591,186,689369,182.42915403652637,673810.315266616,56,263608,45.45343716102816,208431.2044062548,196,744209,185.45343716102812,689032.2044062548
1313,1876.6225280513208,380.5855238615226,55,377348,52.06746299552412,361322.34022327326,107,686763,104.06746299552414,670737.3402232733,66,455003,55.44867844270472,384489.2400975156,118,764418,107.44867844270472,693904.2400975156
1302,25399.639013059317,1019.0026806748989,66,240873,63.88907939697031,234686.01658315345,198,688561,195.88907939697043,682374.0165831536,72,267157,65.3336358541348,240633.52090279188,204,714845,197.33363585413488,688321.520902792
1309,13919.731898658267,765.6660978630291,50,227769,49.28161074274624,224935.85654510386,143,690493,142.2816107427462,687659.8565451038,52,237793,49.980828713071446,228618.11411753576,145,700517,142.98082871307145,691342.1141175356
1310,18846.955905239403,928.6537687022001,54,341249,52.64639046507714,327371.810932869,144,692834,142.64639046507708,678956.810932869,62,402755,55.23125052805396,348060.83417848777,152,754340,145.23125052805392,699645.8341784878
1303,10154.362337089378,676.5546885608728,57,324452,54.16675921533907,308253.36107245885,124,694921,121.16675921533906,678722.3610724588,66,371688,57.0469273762156,322672.0825191436,133,742157,124.0469273762156,693141.0825191437
1306,788.5881762457014,190.3136298668239,48,286810,46.5200504387051,279279.37363079743,126,677352,124.52005043870508,669821.3736307975,57,333326,49.945629779540404,296514.8847856229,135,723868,127.94562977954038,687056.8847856228
