geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
3502,186263.39923918433,2384.007767317349,42,170091,39.8752874082749,161769.61331385546,168,700270,165.87528740827491,691948.6133138554,47,192010,40.90774087994749,165670.969840756,173,722189,166.90774087994748,695849.9698407558
3501,11930.217810591106,721.9111897492786,22,111734,21.031462283808843,106761.8421416903,156,677544,155.0314622838089,672571.8421416903,30,149275,23.201502898981776,117107.18545771802,164,715085,157.20150289898183,682917.1854577181
3503,116752.81287174237,1943.7409583399979,49,198924,47.208098844486415,191513.86232970117,175,681365,173.20809884448644,673954.8623297013,54,219266,48.33239419813422,195659.13572154104,180,701707,174.33239419813424,678100.1357215412
