geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
5109,23745.181127514978,1248.3064190185455,120,149293,118.56539603368057,146591.8751491943,580,729022,578.5653960336804,726320.8751491943,122,151654,119.18047105357348,147293.41222158953,582,731383,579.1804710535733,727022.4122215895
5105,26375.67082829345,1443.5323467229832,119,185500,117.11333485538427,182460.63534037082,512,725754,510.1133348553844,722714.6353403709,126,201642,119.34023301113393,187813.91955782162,519,741896,512.3402330111339,728067.9195578217
5111,490.5627450514956,250.09834768080822,143,268045,139.31317736256761,260321.50319474097,420,722179,416.3131773625676,714455.503194741,156,292110,142.27398006527176,265747.19802162243,433,746244,419.27398006527176,719881.1980216224
5101,10198.2691947443,1089.9522256278065,178,272093,164.0411239642135,252483.57063510356,426,721076,412.04112396421345,701466.5706351034,191,292854,168.10760751319967,258682.06699668814,439,741837,416.1076075131995,707665.066996688
5102,3511.0285415179437,679.5049555059894,161,225415,152.62834693801932,212579.24760359543,506,704327,497.4085882195738,690986.2420686078,175,246229,157.01098742593393,219417.8941153919,520,725141,501.7912287074884,697824.8885804042
5103,2612.5223450867,651.1273007948273,177,256437,170.78951823947412,248934.2143241894,548,728372,541.789518239474,720869.2143241892,202,298568,177.24365753750928,260175.14078230367,573,770503,548.2436575375091,732110.1407823034
5107,7366.987940510369,817.7360254931066,103,191911,100.87560733073168,188805.87063351044,401,727565,398.8756073307319,724459.8706335105,109,201560,102.47813740014693,191481.56386109916,407,737214,400.47813740014715,727135.5638610993
5104,11344.618507027792,816.2829047267476,117,198088,114.57048952897932,193694.89994768542,451,722699,448.5704895289793,718305.8999476853,123,208638,116.54601538029111,197171.64991325178,457,733249,450.546015380291,721782.6499132517
5106,15461.998360988351,1063.194371873201,90,147852,88.93881986482735,145680.03433888173,498,725568,496.9388198648273,723396.0343388814,95,157499,90.4061912410772,148768.55065954477,503,735215,498.4061912410771,726484.5506595443
5108,408.6810028470788,130.80032270470687,73,109528,70.46951962589088,104678.31531629064,527,730365,524.4695196258908,725515.3153162904,76,115055,71.14605429797696,105857.8599866581,530,735892,525.1460542979769,726694.8599866579
5110,3592.2209643329734,583.0782427840264,131,217503,128.01928272553062,213117.77340435877,425,728856,422.01928272553056,724470.773404359,140,230655,130.15071424135087,216260.56781951513,434,742008,424.1507142413508,727613.5678195152
