geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
1903,22929.43093367127,749.021472850699,33,106456,32.84307981402567,105831.19577585756,197,757827,196.84307981402569,757202.1957758575,34,110241,33.00032605211891,106426.37278704047,198,761612,197.0003260521189,757797.3727870404
1901,31424.799245681734,1147.0370884976237,52,182736,51.76652182875344,181486.22157263305,202,761548,201.7665218287535,760298.2215726329,52,182736,51.76652182875344,181486.22157263305,202,761548,201.7665218287535,760298.2215726329
1902,32177.378037582148,1061.9267515852937,60,225951,59.137313680902786,221653.10386498552,201,761624,200.13731368090276,757326.1038649855,60,225951,59.137313680902786,221653.10386498552,201,761624,200.13731368090276,757326.1038649855
1904,59153.17312774243,1209.7450222143987,52,157613,51.54347720972579,156239.545050098,223,758859,222.54347720972572,757485.5450500982,53,160325,51.98605110135935,157439.80544420824,224,761571,222.98605110135927,758685.8054442084
