geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
4836,19087.192834579237,1099.2459259087102,63,298113,61.22480148717772,288186.0733269015,145,692684,143.22480148717773,682757.0733269015,73,355732,64.54081957293268,305473.6226069625,155,750303,146.54081957293272,700044.6226069627
4823,151075.06501513795,2878.0835125535364,97,471338,93.19614014423787,449953.4939527358,155,711312,151.19614014423786,689927.4939527358,106,522048,95.94984718953752,466415.77844079916,164,762022,153.94984718953754,706389.7784407991
4834,21580.97103770027,2102.817469966434,57,311133,52.92301155522846,284734.12901690206,142,719459,137.9230115552285,693060.1290169024,62,335478,54.01771549911839,289939.6629119075,147,743804,139.01771549911845,698265.6629119079
4801,21328.091552295125,1095.620443017147,36,178516,35.13665398803364,174418.26791879995,147,697784,146.13665398803366,693686.2679188,39,195739,35.83792848534482,178648.62316665702,150,715007,146.83792848534483,697916.623166657
4827,24437.671096710834,2127.199086869369,59,258116,53.246297284007106,231695.1534804264,165,679032,159.24629728400717,652611.1534804263,71,310651,56.89753124196489,247082.51476818396,177,731567,162.89753124196494,667998.5147681839
4804,27265.19113446302,1356.4738886334783,52,260544,50.277528338428816,249630.57370333993,151,698704,149.27752833842882,687790.5737033399,55,284727,51.221213885090805,258465.6553796774,154,722887,150.22121388509083,696625.6553796773
4830,956.1541251291287,253.39053125682437,54,266953,49.3404086845099,242174.31822344413,144,686254,139.34040868450987,661475.318223444,76,379219,55.91676258524952,275794.9585332014,166,798520,145.9167625852495,695095.9585332015
4809,434.80989148369326,184.8427753905725,57,296726,53.149820673643596,276767.5825080668,126,676380,122.14982067364355,656421.5825080668,70,404587,56.323581543334896,307609.5343524322,139,784241,125.32358154333485,687263.534352432
4819,67232.91739432435,1734.1306032616997,37,131027,35.98852947912871,127336.04100431697,190,703480,188.98852947912872,699789.041004317,38,133369,36.133102263645306,127674.63046565483,191,705822,189.1331022636453,700127.6304656548
4815,20356.997992557233,1423.2458754513746,62,340222,60.02920748337743,325588.2552127641,117,673820,115.02920748337749,659186.255212764,73,433811,63.02264121167194,353257.3092837697,128,767409,118.02264121167198,686855.3092837697
4829,495.13762524899647,264.1702132168185,71,371405,65.99442341471038,347122.1503263218,135,682401,129.99442341471035,658118.150326322,91,466415,71.17813040042508,370663.8412405036,155,777411,135.17813040042506,681659.8412405036
4821,15416.371789878682,993.4479129676436,96,465154,86.50287653949705,415794.7992062192,148,702925,138.50287653949712,653565.7992062191,127,619518,95.96840258150868,460740.39311220864,179,857289,147.9684025815088,698511.3931122085
4811,72647.49645599307,2128.3258063222643,54,205569,52.94752064943228,200222.7361660387,172,699240,170.94752064943228,693893.7361660389,57,216010,54.377707407558695,205200.5946669277,175,709681,172.3777074075587,698871.5946669279
4824,703.9812059357916,201.40022432425306,55,246003,51.35808276069719,232991.96480412857,159,688154,155.35808276069713,675142.9648041286,69,313081,55.07734853041471,250986.2448462885,173,755232,159.07734853041467,693137.2448462886
4826,2541.0275918802913,261.07084890779754,35,224474,31.531186549943953,199858.62599654263,137,719749,133.53118654994393,695133.6259965426,42,272024,33.10136767392461,211231.6917659085,144,767299,135.10136767392456,706506.6917659084
4802,854.9532422982203,374.14703894441976,91,533318,85.50405968008276,495195.9449790071,125,715922,119.50405968008275,677799.9449790072,103,618415,88.48397288962308,517825.5690308003,137,801019,122.48397288962306,700429.5690308005
4808,16104.103826650135,895.0457926803346,39,283798,37.30183762899957,270286.3245128363,104,693580,102.30183762899955,680068.3245128365,46,348529,39.64530073963021,292689.9805680736,111,758311,104.64530073963019,702471.9805680738
4831,5714.686031417882,395.75891444400827,33,178953,32.23578294793309,174673.1339546145,151,700537,150.23578294793307,696257.1339546145,34,192809,32.550880722664594,179039.1287212942,152,714393,150.55088072266457,700623.1287212942
4813,100107.14507476547,2175.5044511130177,42,133762,41.22586732143387,129221.5375257032,196,703143,195.22586732143384,698602.5375257034,43,141724,41.71051243193954,133080.28189554933,197,711105,195.71051243193952,702461.2818955495
4807,423.18834783756404,194.49694765474496,66,395414,63.64798315587882,377722.95385139406,135,697737,132.64798315587885,680045.953851394,72,433492,65.66736126452226,391517.0861671285,141,735815,134.66736126452227,693840.0861671284
4825,20049.318770132697,1245.1100908136711,87,428973,81.58740923340027,398691.31937619695,154,711400,148.58740923340025,681118.3193761967,104,522154,85.96183867781687,423426.6022712035,171,804581,152.96183867781684,705853.6022712034
4806,5822.99294875302,571.8564514598771,62,322101,56.4395675980169,297624.52961351717,139,712380,133.4395675980169,687903.5296135171,74,380525,59.86178633715722,314364.3140676833,151,770804,136.86178633715724,704643.3140676834
4820,518.3992205205465,187.36507643279668,64,311170,59.56770144308152,291561.81874639116,143,681308,138.5677014430815,661699.8187463912,78,385915,63.8374551528841,315168.16444668174,157,756053,142.8374551528841,685306.1644466819
4803,1343.9805690340422,205.21970489217816,28,126087,27.030489784253803,116395.0543848411,141,695424,140.03048978425383,685732.0543848412,34,172790,28.915915469984284,133807.62256188397,147,742127,141.91591546998433,703144.6225618841
4816,1843.525307445107,201.5863643887662,31,142616,29.971452613070483,135521.8948941897,140,699812,138.9714526130705,692717.8948941897,32,148200,30.464744470232265,138276.43662458108,141,705396,139.4647444702323,695472.4366245811
4805,13570.329149774427,1097.587666652536,65,322150,60.86791488332581,301684.5868316621,138,699449,133.86791488332582,678983.586831662,82,406265,65.28896578236638,323447.8764002315,155,783564,138.2889657823664,700746.8764002316
4817,20133.99149177058,1115.142978593855,49,231698,46.50790119176677,213935.18884708837,158,696956,155.50790119176676,679193.1888470885,56,275536,49.18681336372867,231472.77340664665,165,740794,158.18681336372865,696730.7734066468
4822,2740.0668835893475,473.697099368504,49,398327,44.93669099761513,362137.4270898751,94,731634,89.93669099761512,695444.4270898749,58,451133,47.23178116764696,376673.0332996709,103,784440,92.23178116764694,709980.0332996708
4832,516.4192351353666,222.73911914994565,77,343897,68.99972455505774,304855.7243180119,163,720101,154.99972455505767,681059.7243180121,92,403660,72.82519510949966,320534.03212412103,178,779864,158.82519510949956,696738.0321241212
4814,7027.051355032253,972.3133652594192,47,226735,44.93898483920547,219620.6329995641,165,687736,162.9389848392055,680621.632999564,53,268274,47.17139646172493,229154.54654624738,171,729275,165.17139646172495,690155.5465462474
4835,1556.968769010484,590.0250983901465,96,463464,87.30169512700864,416559.4226525933,147,672092,138.30169512700868,625187.4226525933,129,629382,97.5373480941887,466732.0330725537,180,838010,148.53734809418873,675360.0330725537
4828,24571.29276983255,1490.096181493609,71,354981,67.97293580858253,335657.9709454602,148,693956,144.97293580858255,674632.9709454598,81,425395,71.29801942177127,359603.98934874096,158,764370,148.29801942177127,698578.9893487405
4810,13328.127270234414,1016.0291818838289,83,482801,75.28027716991126,433289.6642304226,128,698978,120.28027716991127,649466.6642304226,103,612614,81.84368027062854,478222.67857494066,148,828791,126.84368027062854,694399.6785749404
4833,565.4280796398328,385.0955858853094,81,389258,71.61805039452553,343996.44611884304,150,673537,140.61805039452554,628275.4461188432,117,547098,83.10369011679282,393198.45340534486,186,831377,152.1036901167929,677477.4534053447
4818,613.9095093128615,305.76268464508104,83,378117,77.31896897857106,353651.4202915143,153,685648,147.3189689785711,661182.420291515,108,510311,83.9291179845296,386063.5597878338,178,817842,153.92911798452957,693594.5597878345
4812,3817.3123228751288,449.8032367169427,57,329461,53.08251470073097,306064.0924416143,134,684975,130.08251470073094,661578.0924416143,75,438845,58.462268157499324,337911.32632128434,152,794359,135.4622681574993,693425.3263212845
