geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
1309,13915.756290427238,680.4545325082423,48,218575,47.44587514972,216678.98962134015,142,685651,141.44587514972008,683754.9896213401,52,238219,48.753344584614915,223282.1876716213,146,705295,142.75334458461498,690358.1876716212
1313,1879.2065344209277,340.8194112703543,53,369994,49.46741721041027,348653.04373080726,107,690020,103.4674172104103,668679.0437308073,66,457084,53.35197814773149,371886.2530368144,120,777110,107.35197814773154,691912.2530368145
1304,1309.5628875867192,208.28535554935445,43,277221,39.159717823766606,254442.21424284237,119,691661,115.15971782376663,668882.2142428423,53,332666,41.57145584344964,267734.7131546815,129,747106,117.57145584344967,682174.7131546813
1303,10150.872015718847,625.8908404824026,55,310093,51.634101999857016,291637.4535937474,125,696662,121.63410199985701,678206.4535937475,63,355588,54.46622237946251,305726.869442914,133,742157,124.46622237946252,692295.8694429139
1301,21816.503206779667,1056.2464525293246,56,243932,53.42598494089121,233448.22716854265,162,694743,159.4259849408912,684259.2271685426,59,258132,54.20521154405404,236531.66195165148,165,708943,160.20521154405407,687342.6619516514
1310,18849.208970998876,819.8818132141718,55,346091,52.7622309567317,327527.04723740736,145,697676,142.76223095673177,679112.0472374074,62,402755,54.96925983916714,346299.53004649497,152,754340,144.96925983916717,697884.530046495
1311,2843.0087631811357,330.54640576651826,51,305215,46.649715244616246,281043.1832550344,110,704108,105.64971524461627,679936.1832550341,62,358795,49.133606215662596,292939.31776483543,121,757688,108.13360621566264,691832.3177648353
1307,1044.866707431969,197.36959191620326,44,302117,41.312588725870185,281430.2204939425,113,702095,110.31258872587019,681408.2204939423,50,352220,42.70881705017204,291818.8161708228,119,752198,111.70881705017203,691796.8161708224
1302,25399.325354518412,952.6893486211562,64,231242,61.67775213168612,223738.4721969277,197,686820,194.67775213168616,679316.4721969276,71,259030,63.393713913955104,230150.1279787624,204,714608,196.39371391395517,685728.1279787621
1306,789.2372872003338,174.88760352263446,44,263557,41.552181921994645,251599.8101510824,126,677352,123.55218192199465,665394.8101510823,55,317084,45.13707667835967,268988.8771086588,137,730879,127.13707667835965,682783.8771086587
1308,22942.435438432316,1240.5245785806098,64,282852,63.19293438978215,279160.89623051,155,688637,154.19293438978215,684945.8962305103,67,293880,64.00067959872078,282261.6126806037,158,699665,155.00067959872078,688046.6126806039
1314,9437.266421403181,593.6192835237206,48,266749,47.54784529889031,264336.78027485486,123,694135,122.54784529889032,691722.7802748546,48,266749,47.54784529889031,264336.78027485486,123,694135,122.54784529889032,691722.7802748546
1305,694.7827921433444,131.0938838573223,41,191920,35.878836539318705,168580.9457293202,187,692851,181.8788365393187,669511.9457293199,52,249722,39.02130934926654,185009.00694208933,198,750653,185.02130934926655,685940.0069420892
1312,21567.618664711677,1049.307951303693,54,231608,53.27503847124433,226645.398499574,152,684053,151.2750384712443,679090.398499574,58,255640,54.26571211301185,232623.3591812534,156,708085,152.26571211301183,685068.3591812534
