geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
3401,957.7824682431617,213.79129802860277,47,209582,46.724646699282914,206951.0169471673,178,734466,177.72464669928294,731835.0169471675,47,209582,46.724646699282914,206951.0169471673,178,734466,177.72464669928294,731835.0169471675
3411,1375.7976061897436,277.39370421942533,66,325953,65.39056487699251,323538.01725530525,153,730228,152.3905648769925,727813.0172553052,69,340491,66.28732738750234,327806.7472783012,156,744766,153.28732738750233,732081.7472783012
3403,2947.931412883297,440.4832238357728,61,269925,60.65949537711497,269479.07716164796,177,726588,176.65949537711495,726142.0771616478,69,294495,62.770425919606076,275975.7133925753,185,751158,178.77042591960605,732638.7133925753
3402,7445.736339827932,517.7438549444838,46,156478,44.32501633938633,152097.13863701024,199,736086,197.3250163393863,731705.13863701,47,166033,44.60036533101999,154728.09825206985,200,745641,197.60036533101996,734336.0982520696
3412,1085.2593688278732,286.2451622543338,68,347417,67.98844447791564,347349.8362029894,151,724713,150.98844447791564,724645.8362029896,71,365151,69.07964077085661,353780.7382044579,154,742447,152.07964077085663,731076.738204458
3408,178.9208124050706,149.17743765108048,79,299952,75.21675876605353,286027.0408977578,185,736532,181.21675876605354,722607.0408977577,90,338821,78.20034429279016,296488.98922848946,196,775401,184.2003442927902,733068.9892284893
3407,2558.0609988415245,392.06381453463933,77,389712,75.64709188069901,382882.4915340337,150,736569,148.647091880699,729739.4915340337,79,405328,76.21015844963495,387258.5004884046,152,752185,149.21015844963495,734115.5004884045
3404,1839.5416451470549,323.7491367480195,72,360612,69.94708138396511,351048.151959372,151,738011,148.94708138396516,728447.1519593721,74,365230,70.75110631601211,353057.65308072127,153,742629,149.75110631601217,730456.6530807213
3409,265.9548530654819,137.99952929011963,61,318589,60.41692189727939,315668.6957786009,151,729618,150.4169218972794,726697.6957786008,63,329736,61.15950183785936,320403.1653200064,153,740765,151.15950183785935,731432.1653200063
3410,209.34397004823134,142.9876545531602,73,308007,68.36192741277692,287653.2545702199,199,735508,194.36192741277688,715154.2545702198,90,376778,73.10738190909197,306355.26192148007,216,804279,199.1073819090919,733856.2619214798
3406,1060.6611218152618,310.5381839250896,78,350823,76.85636972425374,345271.51924736367,164,731323,162.8563697242537,725771.5192473637,82,369503,78.36287336948662,352433.42913789867,168,750003,164.36287336948658,732933.4291378987
3405,2649.334552985248,397.54801381267566,65,322859,64.4880820584849,318840.0338197397,152,732252,151.48808205848485,728233.0338197396,66,331018,64.75165307498709,320990.509743381,153,740411,151.75165307498705,730383.509743381
