geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
1226,6076.400461747118,816.463106184206,46,64947,40.89008064994467,58641.85294436175,382,650068,376.8900806499447,643762.8529443616,91,122289,52.60404579600185,72884.96646508583,427,707410,388.60404579600186,658005.9664650857
1213,589.5439090522777,194.2095706145471,53,59865,41.209509693673965,47685.325664418146,510,660775,498.209509693674,648595.3256644183,89,101261,53.58032326812145,61313.18564381713,546,702171,510.58032326812133,662223.1856438172
1211,6992.584721618675,494.04689965015206,59,129098,54.687732588505206,122462.18279741763,385,697685,380.6877325885051,691049.1827974173,65,136377,56.1946928035624,124360.01150899036,391,704964,382.1946928035623,692947.0115089901
1205,3983.194504304939,1011.7325264319277,180,355961,160.29791805196268,321762.056152246,395,703658,375.2979180519627,669459.0561522464,231,438507,175.2105806769534,344674.48763584095,446,786204,390.2105806769535,692371.487635841
1215,2260.6295630350864,288.44610327649303,62,108809,58.57360840283917,102095.42650735946,426,697224,422.57360840283917,690510.4265073595,82,140653,63.18278152465138,109446.2548043311,446,729068,427.1827815246513,697861.254804331
1208,5368.303751598069,419.72557007407033,51,108354,43.3894571722524,92700.99491261745,404,707881,396.3894571722523,692227.9949126171,62,121799,47.82609190284566,98166.13170313669,415,721326,400.8260919028455,697693.1317031364
1209,4937.017364460087,387.6864233213936,43,173429,38.55002104958004,157452.4716985993,173,681034,168.55002104958007,665057.4716985994,53,214736,40.693945497235944,168145.75619126856,183,722341,170.69394549723594,675750.7561912686
1202,23264.4424763178,1037.4745706234717,63,93658,57.857072789934016,86798.02959752883,458,688615,452.85707278993414,681755.0295975286,72,103161,60.74625099227418,89597.34264479135,467,698118,455.7462509922743,684554.3426447912
1216,2532.6175168546947,277.7583581226487,36,63084,31.444699205694455,58448.653113202454,445,686992,440.4446992056944,682356.6531132025,47,74354,34.80241718550833,61849.062731962185,456,698262,443.8024171855083,685757.0627319623
1223,480.7972718082292,174.54388008388906,79,139733,71.44922173253558,130112.63088938037,419,674234,411.44922173253576,664613.6308893806,108,181771,80.53650290763062,142926.21359823,448,716272,420.5365029076308,677427.2135982302
1218,4394.897127467845,341.2021863638577,49,74514,44.91260510697689,68097.56058844924,401,685542,396.91260510697697,679125.5605884491,68,107255,50.80770620873094,77225.70945276508,420,718283,402.8077062087309,688253.7094527651
1214,759.6923411161273,253.41203556217212,113,166264,101.13812944083574,151906.30652000362,590,691318,578.138129440836,676960.3065200031,131,186163,106.33046254714966,157452.7801400624,608,711217,583.3304625471499,682506.780140062
1217,18064.82195221238,788.4074908560583,110,164869,102.02858313468754,153715.3027272737,472,691392,464.02858313468755,680238.3027272739,125,193363,105.70445586492787,161494.72271373897,487,719886,467.7044558649278,688017.722713739
1221,683.2483739483845,172.96685282408842,79,145237,73.25848557538835,135412.24804889047,386,699887,380.2584855753884,690062.2480488906,89,162578,76.53614665842625,140840.19017133766,396,717228,383.53614665842633,695490.1901713378
1225,8513.29505113296,567.85587175788,74,166649,68.06806952089988,153745.8949701735,320,694719,314.0680695208999,681815.8949701735,87,189026,71.87614625672926,160052.09645926065,333,717096,317.87614625672927,688122.0964592606
1204,5120.145775163974,601.9541344025184,109,198254,96.24504018449454,180697.94381101817,356,695083,343.24504018449466,677526.9438110179,142,250643,106.87558808499793,196898.6192090711,389,747472,353.875588084998,693727.6192090707
1203,19323.722807132737,782.8739698696406,70,127540,65.91171507483922,120562.43911784695,391,695593,386.9117150748391,688615.4391178472,81,145477,69.57527489887505,126127.05182506883,402,713530,390.5752748988749,694180.051825069
1212,2396.0952398855893,259.637760436534,77,126190,70.54527370755072,117252.29485269394,444,685471,437.54527370755056,676533.294852694,93,149867,74.83191782586341,122847.97044542241,460,709148,441.8319178258633,682128.9704454226
1219,2299.65129719613,446.2372136797467,75,91265,65.44078369376768,82473.91713770186,542,689882,532.4407836937676,681090.917137702,100,109319,74.43367569525152,88533.19540983651,567,707936,541.4336756952514,687150.1954098367
1224,312.2513131071077,107.71310723792367,70,132910,64.74340255753727,123234.97278218155,443,695011,437.74340255753737,685335.9727821813,98,168335,72.2209358083297,132877.6230642442,471,730436,445.2209358083297,694978.6230642443
1206,7296.299328979077,589.5964116337544,91,138013,75.04570097307086,118006.44263495786,397,694495,381.0457009730708,674488.4426349578,101,153336,77.77902114304345,122389.41512022461,407,709818,383.77902114304345,678871.4151202245
1220,6980.099348841435,607.3301982353355,106,183303,92.55411564296907,162188.27560665482,385,683831,371.55411564296895,662716.275606655,154,262777,106.10072116955108,185737.3965278758,433,763305,385.100721169551,686265.3965278757
1201,11462.895034701989,580.3485801736964,48,59293,45.59373134507439,57283.90494558722,433,695269,430.59373134507445,693259.9049455873,53,62656,46.98524359831234,58179.94648372152,438,698632,431.9852435983124,694155.9464837216
1222,484.5780426583268,267.8291536060918,134,193581,117.1253858758997,169324.53162586264,516,694588,499.12538587589967,670331.5316258625,180,255269,130.45085660219635,185568.8940731037,562,756276,512.4508566021963,686575.8940731034
