geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
4104,45122.79375841229,1111.029187646103,34,143731,32.25569516712135,136245.29666480602,172,771365,170.25569516712133,763879.296664806,35,148529,32.39728691019003,136924.65384804955,173,776163,170.39728691019002,764558.6538480495
4102,181874.50967187533,2074.069273801669,48,194625,47.73026234896258,193131.3909625005,166,762549,165.73026234896253,761055.3909625005,50,203882,48.28971162327763,195709.53613121939,168,771806,166.28971162327758,763633.5361312194
4105,13573.451722964908,1057.457012055745,58,247027,55.482827485757966,236906.06036068013,158,759047,155.482827485758,748926.0603606801,66,281735,57.477379720680766,245271.63618885475,166,793755,157.47737972068077,757291.6361888547
4103,2862.4642837418946,349.07728501949094,35,151032,31.575891181877928,137248.47932354445,175,771304,171.57589118187792,757520.4793235444,44,189960,34.29334073287743,149065.0821542322,184,810232,174.29334073287743,769337.0821542324
4101,7965.140334973841,590.3683112450422,46,202523,43.440076453694864,192161.37212059705,155,763683,152.44007645369484,753321.3721205972,51,219787,44.94314989278901,197293.92262850414,160,780947,153.94314989278897,758453.9226285042
