geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
3707,16286.297190975032,1059.6246541217847,122,178927,111.56886751147212,162800.3185233487,469,738209,458.56886751147226,722082.3185233488,157,243503,120.02553984395702,178869.44031372564,504,802785,467.02553984395706,738151.4403137258
3702,8600.074003179658,823.8774995782704,127,235989,113.23102683374455,210730.35188978264,449,782510,435.23102683374447,757251.3518897826,163,293772,122.44144756765392,226590.0742125939,485,840293,444.44144756765394,773111.074212594
3701,14673.572348472992,1711.0960263547288,186,292854,163.3982158886731,256562.90646545062,530,719354,507.3982158886731,683062.9064654509,274,438963,185.67997472956878,294208.3191409715,618,865463,529.6799747295688,720708.3191409715
3704,2636.3485163608816,631.4552651509226,128,236729,108.8594378821632,199119.66053721373,360,637741,340.85943788216326,600131.6605372138,186,329962,125.00150219942532,224798.3731516469,418,730974,357.0015021994255,625810.3731516469
3711,17874.391146923197,852.3267964405634,88,127572,84.23201693286707,121963.93812605532,529,740729,525.232016932867,735120.9381260554,97,140290,86.43594040846283,124911.68044501134,538,753447,527.4359404084628,738068.6804450114
3713,5997.016846681679,890.9722193620981,161,305158,143.77938910239652,273814.1496756254,404,774634,386.77938910239664,743290.1496756254,214,408146,157.24464189474492,301988.40583957534,457,877622,400.2446418947451,771464.4058395753
3703,22788.64406628233,2426.829910629686,161,240557,140.99646266283318,209003.91552806622,474,717637,453.99646266283327,686083.9155280669,217,329654,157.10061455230024,235922.5445514952,530,806734,470.1006145523003,713002.5445514959
3705,9274.244379426214,700.9641819566765,119,183499,106.25668354115919,164097.6700571024,507,744372,494.2566835411594,724970.6700571021,153,233492,115.53138351994139,177256.9998173471,541,794365,503.53138351994147,738129.9998173466
3708,11806.198437238147,658.9183686613624,102,182732,92.81349306788155,164896.88163587468,482,739405,472.81349306788167,721569.8816358747,130,231807,99.37956689138325,176469.74300943108,510,788480,479.3795668913834,733142.7430094313
3710,6783.768044757618,493.5008708739926,79,129703,73.25341427837962,121211.03485102556,529,724989,523.2534142783795,716497.0348510254,100,165645,78.40069769093354,129704.60382379565,550,760931,528.4006976909335,724990.6038237954
3706,9711.416350680392,850.8349007979108,151,249584,137.23166930985255,225438.39604809205,486,751411,472.2316693098526,727265.3960480924,193,319581,150.65046266850786,248338.11599091833,528,821408,485.6504626685079,750165.1159909186
3709,2343.8416654785838,464.9604583787377,110,194998,96.04275780620141,169516.9607093371,428,734665,414.0427578062012,709183.960709337,149,257743,106.19745057304137,185765.36563620192,467,797410,424.1974505730412,725432.3656362019
3712,1465.3856879007285,558.8926236877928,151,242914,126.28378425208042,203759.03597958604,474,720078,449.28378425208035,680923.0359795858,245,416994,151.7799077887654,250049.7494595239,568,894158,474.7799077887654,727213.7494595235
