geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
3406,1060.6611218152618,310.5381839250896,136,212872,134.70612782758326,209915.27684855042,521,734510,519.7061278275833,731553.2768485507,140,222065,135.77198137888513,212491.34334538027,525,743703,520.7719813788851,734129.3433453804
3412,1085.2593688278732,286.2451622543338,130,223224,129.62285193268804,222466.00128554803,462,732197,461.62285193268804,731439.001285548,132,227408,130.1755742138194,223768.30858357323,464,736381,462.17557421381946,732741.3085835733
3402,7445.736339827932,517.7438549444838,69,93689,66.15406271340592,90564.73594286379,528,735321,525.154062713406,732196.7359428636,73,94639,67.82238646019454,90978.38233541301,532,736271,526.8223864601945,732610.3823354129
3404,1839.5416451470549,323.7491367480195,136,209045,133.6170990098702,205172.24294701492,470,732150,467.61709900987023,728277.2429470149,138,213497,134.3578606474612,206825.27569174056,472,736602,468.3578606474612,729930.2756917406
3401,957.7824682431617,213.79129802860277,66,103137,65.93607181295422,102876.57122368188,536,731586,535.9360718129542,731325.5712236818,67,106017,66.28650884399813,103885.82987308834,537,734466,536.2865088439981,732334.8298730883
3408,178.9208124050706,149.17743765108048,135,185295,130.38223204974602,179347.06290003288,504,724412,499.38223204974616,718464.062900033,158,218512,137.66201537364964,189963.84253709097,527,757629,506.66201537364987,729080.8425370912
3411,1375.7976061897436,277.39370421942533,121,180712,119.83391067370835,179025.58468515496,523,732995,521.8339106737083,731308.584685155,124,184211,120.71077179253045,180013.49610008186,526,736494,522.7107717925304,732296.4961000818
3403,2947.931412883297,440.4832238357728,99,145317,97.30320208786841,144867.76704955293,476,730332,474.30320208786844,729882.7670495528,117,163715,101.26780404655369,148693.9836263601,494,748730,478.26780404655364,733708.98362636
3405,2649.334552985248,397.54801381267566,145,199040,144.8532923331906,198865.6304908991,592,732443,591.8532923331907,732268.6304908991,145,199040,144.8532923331906,198865.6304908991,592,732443,591.8532923331907,732268.6304908991
3407,2558.0609988415245,392.06381453463933,141,210461,140.05766964712703,209108.8556623423,479,731924,478.05766964712694,730571.8556623422,145,215758,141.62992980707884,211079.744872026,483,737221,479.62992980707884,732542.7448720258
3409,265.9548530654819,137.99952929011963,130,157369,129.09838393228168,155978.84229610013,608,734819,607.0983839322816,733428.8422961,130,157369,129.09838393228168,155978.84229610013,608,734819,607.0983839322816,733428.8422961
3410,209.34397004823134,142.9876545531602,155,193844,145.80947205223896,181242.60290901852,621,739205,611.8094720522388,726603.6029090186,178,226104,152.01093215580553,189756.9498169509,644,771465,618.0109321558052,735117.9498169511
