geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
2614,455.46390337186386,191.79453381555837,73,196180,64.62564003123512,175158.84971035377,201,581083,192.6256400312352,560061.849710354,102,287954,73.79159223886991,203369.2928352422,230,672857,201.79159223887004,588272.2928352425
2603,6995.023578222931,534.9254208570001,50,244201,48.00350348101366,233030.33933168105,158,694564,156.00350348101358,683393.339331681,58,284071,49.90409647942455,241623.61793113913,166,734434,157.90409647942442,691986.617931139
2610,10865.24597414759,544.6150697751883,68,274238,58.965663925539964,242645.78012548102,166,691375,156.9656639255399,659782.780125481,80,313004,63.27992872468954,257262.73981744307,178,730141,161.27992872468946,674399.739817443
2613,525.4590479410219,148.47720335520475,62,195453,53.46029247902153,170876.15341459255,303,810024,294.46029247902146,785447.1534145926,86,264839,59.44063267251779,187978.82638358336,327,879410,300.4406326725178,802549.8263835835
2606,9447.513342249376,459.03835431405884,41,166801,38.63937004463299,158174.3509373711,171,706878,168.63937004463304,698251.3509373713,42,168321,38.92057058398437,158601.77575718524,172,708398,168.92057058398441,698678.7757571854
2605,6248.020700557971,649.2349760004479,55,211733,51.36993734467835,197829.29307431882,207,688640,203.3699373446783,674736.2930743188,64,257856,54.086901627450686,211136.7853912224,216,734763,206.0869016274506,688043.7853912225
2601,67405.1439442519,3402.3119341098604,106,331520,93.79095855571146,293494.43970539403,214,680708,201.79095855571148,642682.439705394,120,362001,98.4858449997518,304302.14775907324,228,711189,206.48584499975183,653490.1477590731
2604,22415.630548633417,816.4417866583419,62,260863,60.06409751889694,250848.04637419412,183,713298,181.06409751889697,703283.046374194,66,277303,61.12103731704246,255147.91215557413,187,729738,182.12103731704246,707582.9121555741
2612,1086.7506646198374,218.33345778968305,48,199050,44.067435231770645,183850.24619870482,196,703459,192.06743523177065,688259.2461987049,62,242018,48.242730235684085,197244.5570229881,210,746427,196.2427302356841,701653.5570229882
2608,3998.7216058763825,363.12542941725565,49,171258,47.93607073845885,167755.03242823674,208,705036,206.93607073845882,701533.0324282367,51,176438,48.588194358336764,169343.82234903765,210,710216,207.58819435833672,703121.8223490375
2602,8842.105176979141,512.5038590644498,50,212829,43.86587610959472,189738.79022162958,155,708317,148.86587610959475,685226.7902216297,61,265809,47.40153022619453,206794.5312112084,166,761297,152.40153022619458,702282.5312112086
2609,477.3727896316812,145.03392281907466,54,191082,47.22296229673846,169382.45220410038,203,684965,196.22296229673844,663265.4522041003,71,252699,51.82613983622698,185254.50766674365,220,746582,200.826139836227,679137.5076667437
2607,11175.90956792232,679.7983548595987,62,264162,60.53264944534657,259208.07246151404,176,710521,174.5326494453466,705567.0724615143,65,275432,61.162212005791574,261549.76382604346,179,721791,175.16221200579156,707908.7638260436
2611,1165.4097899280757,249.9504088051191,69,258714,65.12394370362338,243444.6422895537,198,733857,194.12394370362333,718587.6422895533,77,286312,67.24482949499922,251127.72957435137,206,761455,196.24482949499918,726270.7295743511
