,geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1,cpolsby,rank_cpolsby,dpolsby_0.5,dpolsby_pro_0.5,dpop_polsby_0.5,dpop_polsby_pro_0.5,rank_dpolsby_0.5,rank_dpolsby_pro_0.5,rank_dpop_polsby_0.5,rank_dpop_polsby_pro_0.5,dpolsby_0.1,dpolsby_pro_0.1,dpop_polsby_0.1,dpop_polsby_pro_0.1,rank_dpolsby_0.1,rank_dpolsby_pro_0.1,rank_dpop_polsby_0.1,rank_dpop_polsby_pro_0.1
0,0106,10965.666754493588,911.5247920282947,62,303579,58.573849268064976,284292.6986151469,147,682931,143.573849268065,663644.698615147,79,375798,62.96930247127415,302795.8767270223,164,755150,147.96930247127418,682147.8767270222,0.16584712108137759,335.0,0.0382414151925078,0.04184733576331553,7.410258783312087e-06,8.211154379442584e-06,328.0,327.0,355.0,350.0,0.02627784008972921,0.03731761342346305,5.347173769934569e-06,7.440097344710304e-06,347.0,338.0,351.0,355.0
1,0105,9981.289713559629,643.711995982385,37,184933,36.56164020831505,183294.8727382298,149,683019,148.56164020831503,681380.8727382296,37,184933,36.56164020831505,183294.8727382298,149,683019,148.56164020831503,681380.8727382296,0.3027006268799878,165.0,0.10883856829802775,0.11113614914747902,1.99711905379916e-05,2.028099718371327e-05,89.0,105.0,127.0,145.0,0.10883856829802775,0.11113614914747902,1.99711905379916e-05,2.028099718371327e-05,51.0,90.0,78.0,133.0
2,0107,26610.75884082622,1456.1564075766644,87,320586,80.08591799141027,293611.88143764174,199,682001,192.0859179914103,655026.8814376418,105,404126,84.4230017782733,314144.01306922076,217,765541,196.42300177827332,675559.0130692214,0.15770703690930346,343.0,0.026291451975161844,0.029949061062971006,6.635839998496599e-06,7.5982201271702886e-06,394.0,394.0,369.0,367.0,0.019682539682539683,0.02755946380110047,4.687430813315523e-06,6.845508558974736e-06,387.0,389.0,376.0,368.0
3,0104,23589.274909777338,1194.7921365263535,70,300629,68.49678326122947,294199.45644527965,168,689905,166.49678326122947,683475.4564452796,72,307857,69.1080513080389,296980.3892191631,170,697133,167.1080513080389,686256.389219163,0.20765373374783397,283.0,0.03428571428571429,0.03548669010335417,7.63356746097737e-06,7.896582766340512e-06,348.0,368.0,344.0,357.0,0.03279320987654321,0.03498968887473899,7.355591044964238e-06,7.780918325996811e-06,303.0,350.0,292.0,347.0
4,0101,16111.99911382444,1256.5419810554276,45,207991,42.11657780142325,197306.1622772944,165,666616,162.11657780142323,655931.1622772942,50,230100,43.799883065722895,205369.7877308715,170,688725,163.79988306572287,663994.7877308711,0.1282346194886317,380.0,0.08148148148148149,0.09139475585988399,1.5409432592165798e-05,1.684910998834755e-05,135.0,138.0,171.0,176.0,0.068,0.08538226771383005,1.3008062363906175e-05,1.574314740360711e-05,121.0,132.0,157.0,174.0
5,0103,20000.054677218297,979.6261430547149,60,261717,58.672186364596385,254225.97795385824,166,684195,164.67218636459646,676703.9779538582,63,272529,59.528102524642094,257422.3815084681,169,695007,165.52810252464215,679900.3815084682,0.2618908432007458,219.0,0.04611111111111111,0.04783609365616416,9.98886236787277e-06,1.0470293989499277e-05,276.0,298.0,278.0,295.0,0.04257999496094734,0.046711913461654694,9.357583981354385e-06,1.0260125599971106e-05,235.0,280.0,238.0,277.0
6,0102,26558.002121147958,1140.2016087666275,57,214949,54.90464275011277,207781.4592151386,183,679967,180.9046427501128,672799.4592151382,65,246454,57.2120348839384,217829.98055346546,191,711472,183.2120348839384,682847.9805534652,0.256709515120614,228.0,0.05632502308402586,0.06001109795965245,1.4716921661726954e-05,1.5583752776629642e-05,232.0,241.0,181.0,191.0,0.045207100591715975,0.055973080455951625,1.1713483513092072e-05,1.4390925468657576e-05,221.0,235.0,178.0,187.0
7,0200,1530568.3683448422,29398.810394415465,57,189967,46.942849629250354,155427.64217034788,153,642730,142.94284962925036,608190.6421703479,71,257468,51.54551988031878,176406.65104726187,167,710231,147.54551988031875,629169.6510472619,0.022253743762554522,435.0,0.04709141274238227,0.06486695872007787,1.781034133753216e-05,2.5175796299804038e-05,273.0,224.0,148.0,106.0,0.03312834755008927,0.055532110422242924,1.0714036102837995e-05,2.0217984303914522e-05,299.0,237.0,198.0,134.0
8,0404,86549.00384723142,2766.236294533093,64,284026,61.55755619247197,272817.5959491532,156,711738,153.55755619247194,700529.5959491532,73,335071,64.268073558347,287394.61101209634,165,762783,156.26807355834697,715106.6110120963,0.14213249746312745,368.0,0.0380859375,0.04052364027157788,8.82274969832717e-06,9.411995975546414e-06,330.0,337.0,307.0,321.0,0.03096265715894164,0.03783377651392426,6.794027835572889e-06,8.657919676375396e-06,316.0,334.0,304.0,317.0
9,0407,531.9702094750559,118.14171709468307,46,189640,43.72773178079375,180474.63817993854,170,713168,167.72773178079368,704002.6381799384,51,208086,45.05271903888417,185881.2942133845,175,731614,169.05271903888413,709409.2942133844,0.47895048676225965,35.0,0.08034026465028356,0.08771845485159048,1.983042193067685e-05,2.1614337424458126e-05,138.0,149.0,129.0,133.0,0.06728181468665898,0.08328756145226672,1.6896481751628944e-05,2.0531727838005317e-05,123.0,137.0,108.0,128.0
10,0402,20420.450234754248,705.1912161826125,44,190347,40.727457087897406,176529.93727779348,181,714903,177.72745708789745,701085.9372777934,54,226993,43.18310720090101,185598.16355801665,191,751549,180.18310720090102,710154.1635580165,0.5160138864339816,24.0,0.09349173553719008,0.10714698070234038,1.9731270328861697e-05,2.249751355238102e-05,111.0,110.0,130.0,127.0,0.06550068587105624,0.09662428542341699,1.4585871124681764e-05,2.0616041902244235e-05,133.5,112.0,138.0,126.0
11,0406,1628.1857021966346,233.78718793112742,26,110592,23.935274700977303,102297.74900005307,173,715068,170.93527470097732,706773.7490000529,30,126468,24.835453833786683,105826.8049751171,177,730944,171.83545383378666,710302.804975117,0.3743453013693233,99.0,0.2559171597633136,0.29836979912435874,5.846553378634983e-05,6.753800932396269e-05,17.0,19.0,13.0,17.0,0.19666666666666666,0.2785919564031353,4.5700694966578933e-05,6.34237856460216e-05,16.0,15.0,19.0,13.0
12,0403,40637.13120014013,1369.9890838047465,65,271202,60.8830779153113,251385.6904926979,166,706629,161.8830779153113,686812.6904926982,77,325934,64.27714257423585,266681.3168154259,178,761361,165.27714257423588,702108.3168154261,0.2720812986235537,204.0,0.03928994082840237,0.04367252010040344,9.607395757991524e-06,1.0868189577316768e-05,319.0,316.0,289.0,285.0,0.03002192612582223,0.04000365486803381,7.166899156775769e-06,9.872313443966272e-06,323.0,318.0,297.0,283.0
13,0409,432.53725054841135,170.6187037259144,64,249807,61.814786558740295,242392.9871862026,179,710727,176.81478655874028,703312.9871862028,70,274919,63.42939713885345,248719.10133038927,185,735839,178.42939713885346,709639.1013303894,0.1867153844273992,315.0,0.043701171875,0.04627365806820062,1.1389210152688727e-05,1.197039648374373e-05,287.0,304.0,244.0,256.0,0.03775510204081633,0.04434914389678184,9.735836927713104e-06,1.147147485610142e-05,269.0,295.0,226.0,249.0
14,0408,1402.5632199880972,272.99249879151847,38,183364,36.05479965362599,172798.49603611376,158,697688,156.054799653626,687122.4960361139,47,217081,38.69991531173107,182753.7259353573,167,731405,158.69991531173105,697077.7259353575,0.23649985699655596,258.0,0.10941828254847645,0.12004690207526805,2.0750716865517823e-05,2.3011993933198824e-05,88.0,94.0,118.0,125.0,0.0755998189225894,0.10596359052190055,1.5520806976566317e-05,2.0871262761973347e-05,99.0,98.0,122.0,124.0
