,geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1,cpolsby,rank_cpolsby,dpolsby_0.5,dpolsby_pro_0.5,dpop_polsby_0.5,dpop_polsby_pro_0.5,rank_dpolsby_0.5,rank_dpolsby_pro_0.5,rank_dpop_polsby_0.5,rank_dpop_polsby_pro_0.5,dpolsby_0.1,dpolsby_pro_0.1,dpop_polsby_0.1,dpop_polsby_pro_0.1,rank_dpolsby_0.1,rank_dpolsby_pro_0.1,rank_dpop_polsby_0.1,rank_dpop_polsby_pro_0.1
14,0404,86525.52431941329,2995.411373863874,108,171546,105.38285298694665,164916.0971880478,402,700206,399.38285298694666,693576.097188048,124,202231,110.39820479175724,173332.71570019846,418,730891,404.3982047917572,701992.7157001985,0.12118284792608196,379.0,0.03446502057613169,0.03596246989060804,2.37938454337553e-05,2.550163471401559e-05,311.0,312.0,287.0,287.0,0.02718522372528616,0.033180673449139414,1.7871341566683986e-05,2.3365308677998402e-05,325.0,317.0,304.0,291.0
15,0402,20429.89174371887,723.7306286445885,68,112507,62.43440825881018,103681.22506790434,505,714126,499.4344082588103,705300.2250679042,80,132068,65.30517416474314,108211.30068743175,517,733687,502.3051741647432,709830.3006874318,0.49014211924106293,16.0,0.10921280276816608,0.1281239914226359,5.641774927647762e-05,6.561056570297726e-05,97.0,80.0,126.0,111.0,0.08078125,0.11778024889001502,4.206448942720407e-05,6.061907425607343e-05,115.0,84.0,146.0,118.0
16,0409,429.97101331384783,186.00784965856,137,199558,134.6885775865292,196463.33559226283,507,712460,504.68857758652916,709365.3355922627,139,201462,135.2894798069717,197040.7979837824,509,714364,505.2894798069716,709942.7979837821,0.15616600419068583,327.0,0.027012627204432843,0.02782030857209854,1.7890488580590936e-05,1.837836766438345e-05,354.0,359.0,342.0,346.0,0.026344392112209514,0.027606554217901667,1.760083526838276e-05,1.8285676934726845e-05,330.0,349.0,310.0,341.0
17,0501,51265.67601435269,2229.6306184498403,116,143474,115.46180135247343,143140.24251592846,606,729077,605.4618013524736,728743.2425159285,118,144808,116.23178754974977,143666.45700222667,608,730411,606.2317875497499,729269.4570022267,0.12958976824394483,361.0,0.04503567181926278,0.045416126525279064,3.541824069586091e-05,3.5567311891938315e-05,263.0,268.0,205.0,217.0,0.043665613329503014,0.044873389057182876,3.483230338141476e-05,3.533273545115017e-05,232.0,260.0,175.0,207.0
18,0504,58865.138612143346,1618.375603118591,113,148754,110.49569976648895,145709.6591376801,597,726535,594.495699766489,723490.6591376802,121,162360,113.48695488538523,151001.98092745242,605,740141,597.4869548853853,728782.9809274523,0.2824290656778781,146.0,0.04675385699741562,0.04869203934594823,3.283365535992241e-05,3.407659901786345e-05,247.0,251.0,225.0,228.0,0.04132231404958678,0.046391299874695154,2.8077366906617172e-05,3.196192534963e-05,244.0,252.0,225.0,229.0
19,0502,13189.093504494043,823.175530213783,54,89565,53.99921523003753,89563.76859273185,494,729192,493.9992152300375,729190.7685927319,54,89565,53.99921523003753,89563.76859273185,494,729192,493.9992152300375,729190.7685927319,0.2445906814870939,190.0,0.16941015089163236,0.16941480586556648,9.090028290686101e-05,9.09026289797883e-05,49.0,53.0,72.0,75.0,0.16941015089163236,0.16941480586556648,9.090028290686101e-05,9.09026289797883e-05,42.0,49.0,59.0,73.0
20,0503,14349.517796469494,1133.6889963575888,84,140383,80.95231317877959,134889.9543268672,450,731114,446.9523131787796,725620.9543268669,91,149582,82.86717620151364,137288.57260601036,457,740313,448.8671762015136,728019.5726060101,0.14030052898699014,347.0,0.06377551020408163,0.06820287202345945,3.7098475385784316e-05,3.987958226399114e-05,182.0,177.0,193.0,186.0,0.055186571670088155,0.06536612926115892,3.308694765118298e-05,3.8625514379837434e-05,189.0,176.0,185.0,187.0
21,0647,1735.6128848080778,361.28449327319913,101,160465,93.77222132822979,145033.83737226945,486,709968,478.77222132822965,694536.8373722696,114,184095,97.88828096336918,152953.72364619764,499,733598,482.88828096336914,702456.7236461977,0.16709524308604895,307.0,0.04764238800117636,0.05444782508162587,2.7572626223703426e-05,3.3018444467159524e-05,242.0,231.0,256.0,234.0,0.0383964296706679,0.050394746175358766,2.1645825454529034e-05,3.0026137228886844e-05,259.0,235.0,277.0,241.0
22,0615,1621.6122578334061,260.1554401395703,37,80477,34.89506190787314,75676.46990701808,396,695315,393.89506190787307,690514.4699070179,48,106564,37.75432447709539,82163.4353301042,407,721402,396.75432447709534,697001.435330104,0.30108634438193493,131.0,0.2892622352081812,0.3234838400764097,0.000107358897141817,0.00012057327386349815,16.0,13.0,56.0,51.0,0.17664930555555555,0.2783480999380611,6.352670270742736e-05,0.00010324677476161868,38.0,18.0,87.0,63.0
23,0611,1369.822242979962,269.8284133577031,54,105700,51.85096656217201,98746.43561765068,473,715281,470.85096656217206,708327.4356176506,66,128821,55.613161225038226,105318.47203605666,485,738402,474.6131612250383,714899.4720360569,0.23642789669961806,202.0,0.1622085048010974,0.17513371217107182,6.402162812407977e-05,7.264257113254051e-05,53.0,51.0,108.0,95.0,0.11134067952249771,0.15345626102248885,4.4495852519044765e-05,6.4451922601553e-05,71.0,58.0,137.0,107.0
24,0649,1943.5125445692531,355.89305078957864,51,162515,45.772565988183096,142436.88340800008,394,721119,388.77256598818303,701040.8834080002,63,184911,49.811491313672896,150295.5119799688,406,743515,392.8114913136729,708899.5119799691,0.19282271616667848,272.0,0.1514801999231065,0.18556031117452954,2.7303607622041403e-05,3.455400732000841e-05,58.0,46.0,260.0,224.0,0.10229276895943562,0.1583161046234023,2.1745241740436895e-05,3.138286965391934e-05,83.0,54.0,273.0,234.0
25,0650,7257.432376431482,637.5098206746078,71,150290,65.83775878347019,139240.2667574239,360,684079,354.8377587834704,673029.2667574239,90,205793,71.4776007342026,154892.89537779987,379,739582,360.4776007342028,688681.8953777998,0.224398062678148,222.0,0.07141440190438406,0.0818615098835831,3.0286290916143532e-05,3.47139678336342e-05,151.0,137.0,237.0,223.0,0.04679012345679012,0.07055671479191937,1.746325260987533e-05,2.870487566286243e-05,216.0,160.0,311.0,250.0
26,0631,570.9688878648516,285.91657404093183,93,197415,88.80725742339857,186324.82966575425,392,708239,387.8072574233986,697148.8296657542,108,228361,93.62123154139856,196112.44079330843,407,739185,392.62123154139846,706936.4407933083,0.08776950429377486,404.0,0.04532315874667592,0.049172129389276065,1.8172703534007274e-05,2.008093992420671e-05,261.0,250.0,338.0,330.0,0.03489368998628258,0.04479454003374485,1.4174549766737814e-05,1.838103996112987e-05,284.0,261.0,350.0,337.0
27,0603,16462.147135578678,1157.4791684197573,67,93015,63.659878743782244,87754.06712798901,483,711596,479.6598787437824,706335.067127989,83,116408,68.05635610031945,93594.26023910477,499,734989,484.0563561003196,712175.2602391047,0.15440806332434792,332.0,0.10759634662508354,0.11835913408453361,8.22484111951524e-05,9.172257962576645e-05,98.0,96.0,78.0,73.0,0.07243431557555523,0.1045101672472076,5.423943837745788e-05,8.129960787707623e-05,130.0,100.0,111.0,79.0
28,0641,823.4741538088269,233.30787708855598,41,97720,37.89691096976343,88897.90532717908,350,684706,346.89691096976344,675883.905327179,58,153492,42.76390639644117,103638.57448522779,367,740478,351.7639063964412,690624.5744852276,0.19010828004989427,281.0,0.2082093991671624,0.24154208434898894,7.170298189636525e-05,8.552420560426035e-05,39.0,31.0,89.0,81.0,0.10909631391200951,0.1923519241378766,3.1429731430949574e-05,6.429825196941666e-05,74.0,43.0,199.0,108.0
29,0619,2386.499159988753,370.475339732715,59,100657,56.52219382184453,97129.90336189712,396,699528,393.5221938218444,696000.9033618971,68,117983,59.820681967318144,102776.31322112186,405,716854,396.82068196731797,701647.3132211219,0.21850055273728336,233.0,0.11376041367423154,0.12317745044740484,6.904260001882706e-05,7.377409489433451e-05,91.0,85.0,97.0,93.0,0.08758650519031141,0.11088979474760823,5.1498175509707855e-05,6.642518875541413e-05,101.0,95.0,116.0,104.0
30,0651,13277.300647612004,839.4410526182629,84,193546,81.12725222579988,185370.91416638074,389,707329,386.12725222579996,699153.9141663807,91,218930,82.96540152210174,190394.39804532012,396,732713,387.9654015221017,704177.3980453203,0.2367768532731123,200.0,0.05513038548752835,0.05866741071853745,1.888222045301009e-05,2.0346495185651427e-05,216.0,214.0,328.0,325.0,0.04782031155657529,0.05636363041923276,1.528703791989613e-05,1.9425569029057056e-05,210.0,213.0,340.0,323.0
31,0630,357.01996854812165,151.86493633477912,92,144123,88.18004251045008,137385.04623644677,429,703494,425.18004251045005,696756.0462364468,99,158482,90.6994456133636,142532.93193558592,436,717853,427.69944561336365,701903.931935586,0.19453034033041744,269.0,0.05068525519848771,0.054680473079614746,3.3868332166634444e-05,3.6914910312407146e-05,234.0,227.0,218.0,209.0,0.04448525660646873,0.05199114982521392,2.8580882415183957e-05,3.454993524342516e-05,226.0,227.0,220.0,216.0
32,0620,14196.51562598267,660.7248719691604,32,49899,29.19167545370257,45531.65011192497,446,706214,443.1916754537027,701846.6501119252,34,52701,29.550362341576673,46016.956719975286,448,709016,443.55036234157683,702331.9567199756,0.40864888463677645,53.0,0.435546875,0.520084068428647,0.0002836303091237466,0.00033854425759713875,5.0,5.0,7.0,6.0,0.3875432525951557,0.5079457341547575,0.0002552809008557871,0.00033167034478634444,6.0,5.0,7.0,5.0
33,0638,266.45150396300613,133.35659300415168,103,168356,100.4113666337241,162622.70033099913,471,698364,468.4113666337241,692630.7003309991,123,211370,106.21142497228568,174978.0688265585,491,741378,474.21142497228567,704986.0688265583,0.18827777474672622,283.0,0.04439626732019983,0.04645812404539486,2.4639089004748578e-05,2.6190235345794063e-05,266.0,263.0,283.0,282.0,0.0324542269812942,0.04203678969043912,1.6594073127138148e-05,2.30257241193135e-05,290.0,274.0,326.0,294.0
34,0621,17481.331399737708,1068.237128230334,96,178796,93.77027888164942,172850.73313612564,390,703021,387.77027888164935,697075.7331361256,105,194434,96.13150439284841,176716.169635728,399,718659,390.1315043928482,700941.169635728,0.19250811124674128,274.0,0.042317708333333336,0.04410055994189843,2.1991391032619614e-05,2.3331223411423463e-05,272.0,274.0,302.0,301.0,0.03619047619047619,0.042216239486700835,1.9009839369528696e-05,2.2445484784646325e-05,275.0,272.0,293.0,301.0
35,0608,85533.69258922304,1957.9375178502664,72,97201,68.26672556067335,89318.97483245569,389,700750,385.2667255606732,692867.9748324555,83,123051,71.26251947608384,95747.3442480204,400,726600,388.26251947608375,699296.3442480203,0.2803815476854844,148.0,0.07503858024691358,0.08266912811672762,7.416886626977472e-05,8.684864132522813e-05,140.0,136.0,85.0,80.0,0.05806357961968355,0.07645451241960452,4.798716558965526e-05,7.627949064120191e-05,174.0,139.0,123.0,82.0
36,0607,1434.3312518372388,200.3394684014976,83,144322,79.97976182839949,137673.75694449074,436,703689,432.97976182839966,697040.7569444908,93,160059,82.58938272588951,141240.76502509587,446,719426,435.5893827258895,700607.7650250959,0.4490826648213046,37.0,0.06328930178545507,0.06768733014894024,3.378435912301681e-05,3.6775267868879767e-05,183.0,179.0,220.0,210.0,0.05156665510463637,0.06385998983824026,2.8081863931874917e-05,3.512002561086243e-05,200.0,181.0,224.0,209.0
37,0633,1236.7936532134802,284.56760292099614,139,198819,136.57399551259928,195278.9021314562,515,699632,512.5739955125994,696091.9021314562,158,229321,142.14725069100396,203514.17340927085,534,730134,518.147250691004,704327.1734092706,0.19192705563179055,276.0,0.02665493504476994,0.027480241134731458,1.7699210522051253e-05,1.8253911134347342e-05,357.0,365.0,344.0,349.0,0.021390802755968594,0.02564343913196065,1.3884010030150262e-05,1.700533232110046e-05,365.0,365.0,353.0,352.0
38,0632,326.8913221303185,181.31599052102982,76,136074,70.87397756934921,126963.75691640402,429,702142,423.8739775693492,693031.7569164039,86,156390,73.91039738907334,133836.55262403731,439,722458,426.91039738907335,699904.5526240374,0.12495137569364859,372.0,0.07427285318559557,0.08438458941761909,3.792055187494156e-05,4.299258969462936e-05,143.0,132.0,188.0,173.0,0.059356408869659275,0.07814940170581024,2.9538922217067635e-05,3.907413165436398e-05,165.5,133.0,214.0,183.0
39,0634,124.173797980261,76.18031612964137,81,112260,78.95811926389182,108899.0272257939,434,703232,431.95811926389183,699871.0272257938,86,119825,80.75367964988548,111502.07202856152,439,710797,433.7536796498855,702474.0720285615,0.2688773923624985,162.0,0.0661484529797287,0.06928640870566063,5.5801843782959244e-05,5.9016033185178874e-05,173.0,174.0,128.0,127.0,0.059356408869659275,0.06651483693506204,4.950518762387721e-05,5.6502078409118664e-05,165.5,173.0,121.0,126.0
40,0653,357.3148148231504,169.79281690830092,110,199236,106.67099236690642,192021.64142614012,443,699332,439.67099236690626,692117.6414261401,126,247671,110.56837471576576,202421.68705965305,459,747767,443.56837471576563,702517.687059653,0.15574792172448929,330.0,0.036611570247933885,0.03863982429437852,1.7617641698904907e-05,1.877066087967668e-05,300.0,297.0,345.0,340.0,0.02891156462585034,0.03628262690199842,1.2190344525330708e-05,1.714522475377746e-05,314.0,302.0,367.0,348.0
41,0643,187.0394820503564,89.04319779665222,90,143858,87.3846173670463,138482.52537717074,474,706007,471.3846173670463,700631.5253771709,95,148806,88.52077264817271,139588.20220456034,479,710955,472.5207726481726,701737.2022045604,0.2964433131609132,134.0,0.05851851851851852,0.061731300771542895,3.4114653983479234e-05,3.653421037622949e-05,201.0,199.0,213.0,211.0,0.053074792243767314,0.0603018329773856,3.2107110846765885e-05,3.6014473755811224e-05,197.0,196.0,193.0,204.0
42,0606,464.4808193205656,170.65117169243086,78,131448,74.20444816776725,127166.05523978086,463,698464,459.20444816776734,694182.0552397808,88,147871,77.05650164302196,131759.40453784075,473,714887,462.056501643022,698775.4045378407,0.20042832617657624,263.0,0.07610124917817225,0.08339618936542222,4.0423699935788415e-05,4.292704404268676e-05,138.0,135.0,173.0,174.0,0.061079545454545456,0.07781736290297026,3.269425005382762e-05,4.025078580502719e-05,161.0,134.0,188.0,174.0
43,0640,151.0732361016411,93.228288179386,110,189714,107.37631921122342,186088.3958629768,446,701358,443.37631921122335,697732.3958629769,119,207696,109.34470884211832,190225.32521927764,455,719340,445.3447088421182,701869.3252192775,0.21842481489518473,235.0,0.03685950413223141,0.03845523490126218,1.94868208794787e-05,2.0148851846128e-05,299.0,298.0,323.0,329.0,0.03213049925852694,0.03724781072847952,1.667546470248681e-05,1.939633122041193e-05,293.0,298.0,324.0,324.0
44,0639,532.0966974620266,179.23938738352058,88,167961,83.57368545298553,157749.83900592,416,696185,411.57368545298544,685973.8390059199,103,198512,88.27295256801055,167167.75670149573,431,726736,416.2729525680105,695391.7567014956,0.20812944478072787,252.0,0.05371900826446281,0.05892620757899333,2.467787490567305e-05,2.7565743070543682e-05,221.0,211.0,282.0,270.0,0.040625883683664814,0.053422337543262595,1.8441793061112974e-05,2.488424732516808e-05,248.0,223.0,298.0,278.0
45,0652,987.5798699977828,322.45936154562196,56,111350,53.42068527308203,105522.76952431664,438,692798,435.42068527308214,686970.7695243168,72,158486,57.768686859401605,119992.65597065186,454,739934,439.7686868594016,701440.655970652,0.11935266302807197,380.0,0.13966836734693877,0.1525773779976671,5.587611242922463e-05,6.169442148503353e-05,66.0,65.0,127.0,120.0,0.08757716049382716,0.13177690747697463,2.9458537002591098e-05,4.8717119481413907e-05,102.0,75.0,216.0,148.0
46,0610,4769.262523112238,426.41032683381457,38,78184,36.707450868960855,75346.96746686706,401,699950,399.7074508689609,697112.9674668671,42,83648,37.530474300548455,76642.14160457111,405,705414,400.5304743005484,698408.1416045709,0.3296140116294129,103.0,0.27770083102493076,0.2966427862004592,0.00011450679163559406,0.0001227924334202468,21.0,19.0,51.0,48.0,0.22959183673469388,0.2843593147585854,0.00010081680998715644,0.00011889785783645623,23.0,17.0,51.0,47.0
47,0644,272.2921260494062,121.76692289625704,91,143789,89.04096468390007,140940.71876586473,468,702899,466.04096468390014,700050.7187658647,96,147899,90.38576873637949,142036.62662885056,473,707009,467.3857687363795,701146.6266288506,0.23077368460613962,208.0,0.0565149136577708,0.05878200284106392,3.399707855351107e-05,3.524167500899211e-05,210.0,213.0,215.0,220.0,0.051323784722222224,0.05721045113573086,3.2321720253599036e-05,3.4754268369673983e-05,201.0,208.0,190.0,210.0
48,0646,188.05561091782158,93.18391910810615,70,137383,64.96008798279435,126746.15840204054,372,702554,366.96008798279433,691917.1584020405,83,171289,69.10195408042122,137340.07981222775,385,736460,371.1019540804212,702511.0798122276,0.27215368298257936,158.0,0.07591836734693877,0.08696121968207332,3.722320116093633e-05,4.3070953924152485e-05,139.0,127.0,192.0,172.0,0.055886195383945424,0.07771638372417822,2.510095330258058e-05,3.724419461425506e-05,185.0,135.0,252.0,198.0
49,0618,2131.4947256139003,340.4844569068628,84,127153,80.3205787167128,122073.84555861012,476,698914,472.3205787167128,693834.8455586104,114,169314,88.72870548418159,133631.5240471243,506,741075,480.72870548418166,705392.5240471245,0.23104657978020907,206.0,0.06746031746031746,0.07321215829535996,4.322853498274692e-05,4.655977310814666e-05,169.0,158.0,164.0,160.0,0.03893505694059711,0.061062104046609535,2.585094494978541e-05,3.950144743429942e-05,256.0,191.0,244.0,179.0
50,0637,143.42489719337956,74.20185888444568,113,158254,109.84645726089852,154166.97211777614,542,704438,538.8464572608987,700350.9721177763,118,166266,111.14981689573878,156328.28315001802,547,712450,540.1498168957389,702512.2831500182,0.3273443435501504,105.0,0.04244655023885974,0.04465734735228549,2.8127645728251716e-05,2.946680507082288e-05,271.0,272.0,252.0,256.0,0.039284688307957484,0.04372166879603945,2.5771962654704897e-05,2.8746091619262665e-05,254.0,269.0,245.0,249.0
51,0617,501.6566043649425,159.15445325508475,77,136167,72.73308465692415,128098.48437543401,404,706698,399.7330846569241,698629.4843754341,81,142072,73.3217984465727,129032.94760533393,408,712603,400.3217984465727,699563.947605334,0.24887358750679459,187.0,0.06813965255523698,0.07556245883377544,3.8114490937964755e-05,4.257541869922736e-05,168.0,152.0,186.0,176.0,0.06218564243255601,0.07446342728835924,3.5304548183890004e-05,4.2017110527897755e-05,159.0,144.0,174.0,168.0
52,0626,3239.9512159313954,462.0496013980463,39,61618,36.29544398017667,57332.23247162169,362,707463,359.2954439801767,703177.2324716216,49,77963,38.619592820830405,61198.66258676919,372,723808,361.6195928208304,707043.6625867692,0.19070897644162282,280.0,0.23800131492439186,0.27273915066531285,0.00018633246772955056,0.00021392773563141523,28.0,24.0,25.0,20.0,0.15493544356518119,0.24245802976613304,0.00011908204775745112,0.0001887827774233771,47.0,27.0,39.0,23.0
53,0604,34136.83437207081,1211.8861402466705,79,128100,77.82507169970202,126785.97964707145,479,699829,477.825071699702,698514.9796470713,84,138210,79.44615133832086,130071.29211387914,484,709939,479.4461513383209,701800.2921138791,0.2920851461172844,141.0,0.07675052074987983,0.07889143844270255,4.264750959955782e-05,4.345435045880968e-05,137.0,140.0,166.0,170.0,0.06859410430839002,0.07596160112861274,3.716568147946319e-05,4.148113544656492e-05,138.0,140.0,164.0,170.0
54,0612,312.3510374356909,105.01152116229821,39,60380,36.7911721468318,57737.56932701487,507,703097,504.79117214683197,700454.569327015,44,67968,38.26654980572162,60369.57562525541,512,710685,506.2665498057216,703086.5756252555,0.35594173875883595,88.0,0.3333333333333333,0.3729275795412392,0.0001928541671763934,0.0002101178649744328,12.0,9.0,22.0,21.0,0.2644628099173554,0.3457328286100287,0.00015383960909321235,0.00019291791517129454,13.0,9.0,27.0,22.0
55,0616,7475.991576515821,597.5796840246783,66,121557,64.86646132274211,120281.95966715405,415,703467,413.86646132274205,702191.959667154,70,130811,66.03942260182231,123237.90548095964,419,712721,415.03942260182225,705147.9054809597,0.26307950666235763,173.0,0.09527089072543618,0.09836029462203366,4.760842155317146e-05,4.853498079085657e-05,109.0,110.0,149.0,154.0,0.08551020408163265,0.09516621907830797,4.1651536212087005e-05,4.6429243034457406e-05,105.0,111.0,149.0,154.0
56,0636,15509.358340424807,728.8475180718381,31,63666,29.08402980121961,60472.48264881501,340,691390,338.08402980121963,688196.482648815,39,83969,31.087472233707267,65165.689068824104,348,711693,340.08747223370733,692889.6890688242,0.3668853208842226,78.0,0.3537981269510926,0.3996828323879562,0.00017057208728906556,0.00018819013398679301,8.0,7.0,28.0,25.0,0.22879684418145957,0.3519004428753128,0.00010093800852423016,0.00016316466545277528,24.0,8.0,50.0,32.0
