geoid,dperim,dpperim,darea,dparea
2506,424,22550,15570,727515
2505,726,42143,13293,727515
2508,662,40758,14299,727514
2501,581,19085,23243,727515
2507,710,53632,8357,727514
2502,715,27241,20417,727514
2503,620,28368,17131,727514
2504,894,49630,15649,727514
2509,326,13080,29549,727514
