geoid,dperim,dpperim,darea,dparea
0401,1260,14645,90570,710224
0406,464,24747,13139,710224
0407,401,32244,10134,710224
0403,905,32519,24073,710224
0408,515,24152,13061,710225
0404,1436,16707,48774,710224
0409,603,55135,10023,710224
0405,343,20879,13326,710224
0402,466,23812,18566,710224
