geoid,dperim,dpperim,darea,dparea
4707,1264,30844,38898,705123
4706,865,22368,28596,705123
4709,363,27036,13348,705123
4701,623,26616,32166,705123
4704,1119,24975,30673,705123
4702,800,19276,21925,705123
4705,430,18365,14420,705123
4708,799,27474,30624,705122
4703,1067,28866,29466,705122
