geoid,dperim,dpperim,darea,dparea
5307,359,22785,11938,672457
5309,617,41458,11122,672460
5301,747,35354,17182,672444
5308,792,50440,20469,672463
5304,572,5302,30671,672456
5302,558,38783,13459,672454
5306,405,14231,22030,672448
5310,593,41127,12547,672455
5305,524,3411,34293,672455
5303,439,5569,21863,672448
