geoid,dperim,dpperim,darea,dparea
5506,928,22072,31740,710873
5501,595,25354,18758,710874
5507,1185,12335,65393,710873
5504,563,43126,9616,710873
5508,613,10938,32829,710873
5502,660,9291,27505,710874
5505,1044,46407,19564,710873
5503,1276,15102,47691,710873
