geoid,dperim,dpperim,darea,dparea
4505,933,25019,26768,660766
4507,534,10998,28369,660767
4506,1644,42970,35162,660766
4502,958,31953,23675,660766
4503,590,16511,28647,660767
4504,415,14586,17791,660766
4501,667,29722,21496,660766
