geoid,dperim,dpperim,darea,dparea
1801,280,9331,20034,720422
1809,657,17908,28621,720422
1802,621,17551,35877,720423
1808,647,7619,44738,720422
1803,557,8987,28418,720423
1804,793,15313,35379,720422
1805,634,31610,21012,720423
1807,363,39160,13124,720423
1806,742,14345,39868,720422
