geoid,dperim,dpperim,darea,dparea
0904,378,22487,11499,714819
0905,779,49274,14157,714820
0901,616,39440,11786,714820
09ZZ,81,0,91,0
0903,489,36708,11509,714819
0902,511,19896,18536,714819
