geoid,dperim,dpperim,darea,dparea
2609,770,47123,11550,705975
2606,497,17100,26110,705974
2604,1073,29015,37542,705974
2603,974,36495,20127,705974
2612,565,28858,12633,705974
2611,812,63194,11350,705974
2607,881,29008,24676,705974
2602,714,34449,23879,705975
2610,526,23688,22312,705974
2608,670,41093,15444,705975
2613,850,41683,14940,705974
2605,674,27880,21371,705975
2601,734,6878,74447,705974
2614,972,53676,13450,705974
26ZZ,52,0,54,0
