geoid,dperim,dpperim,darea,dparea
5108,273,31227,7512,727366
5111,578,79639,7466,727366
5102,783,37747,19324,708087
5105,1743,28703,48366,727365
5109,1527,31386,52693,727366
5107,811,33593,21016,727366
5106,1088,26103,35796,727366
5103,1152,53058,21005,746645
5101,956,44380,28909,727366
5110,890,55583,15531,727365
5104,1028,33094,28144,727366
