geoid,dperim,dpperim,darea,dparea
2703,458,28338,11776,662990
2706,858,25487,21083,662990
2705,353,21954,11521,662991
2702,443,9808,16290,662991
2704,290,15009,12413,662990
2708,842,12684,59996,662991
2701,942,7439,45479,662991
2707,1335,12407,81219,662991
