geoid,dperim,dpperim,darea,dparea
2102,1073,27776,26734,723137
2103,208,16925,12279,723171
2101,1399,17964,43952,723178
2105,820,20614,36746,723228
2104,752,20716,22198,723450
2106,607,15820,19763,723203
