geoid,dperim,dpperim,darea,dparea
1304,471,59677,8234,691976
1305,379,49077,10910,691976
1306,418,73120,7241,691975
1301,691,8998,36917,691974
1314,697,35848,21770,691974
1312,798,14323,34718,691975
1311,630,54187,12677,691975
1313,625,63115,9890,691976
1302,845,25839,34130,691976
1303,814,34531,20258,691974
1309,723,22180,28058,691975
1308,1084,26281,34108,691976
1310,831,54336,25574,691976
1307,367,64116,6601,691975
