geoid,dperim,dpperim,darea,dparea
2408,873,77450,13107,721514
2403,1686,160047,12652,720094
2402,1168,95074,15190,723447
2401,1158,45275,39022,722650
2404,915,100425,11085,720065
2406,879,44461,20355,728448
2405,521,34979,20133,720472
2407,1005,72808,13703,716862
