geoid,dperim,dpperim,darea,dparea
2204,1144,17487,46764,755605
2206,1264,41024,19472,755607
2203,454,9698,31234,755596
2205,1207,28648,47105,755581
2202,1397,43090,27155,755538
2201,947,31551,32717,755445
