geoid,dperim,dpperim,darea,dparea
3701,2257,101057,24578,733499
3702,1197,63926,20010,733499
3709,969,73496,12766,733498
3705,1396,51121,23257,733499
3704,1461,95190,13469,733498
3710,847,28102,23492,733499
3711,890,30763,38585,733499
3712,1726,114727,13597,733499
3703,1305,47213,28074,733499
3706,1652,60448,21881,733499
3708,899,45341,26449,733499
3713,1645,96146,15135,733498
3707,1044,42723,27694,733498
