geoid,dperim,dpperim,darea,dparea
3407,722,36701,14958,732658
3412,673,39031,12031,732658
3405,708,40313,15192,732658
3411,596,46386,13037,732658
3403,577,18292,19115,732658
3410,711,63585,7582,732658
3406,602,41798,12754,732657
3402,462,15456,28683,732658
3401,371,17686,14951,732658
3404,696,38292,17061,732657
3409,528,39823,8873,732658
3408,612,55567,5351,732658
