geoid,dperim,dpperim,darea,dparea
2908,933,11303,70208,748616
2903,1137,44033,37808,748615
2904,1390,18369,64169,748616
2902,764,47305,14231,748616
2905,854,25032,24472,748616
2906,1281,16842,68984,748616
2907,682,9413,45739,748616
2901,441,20434,17954,748616
