geoid,dperim,dpperim,darea,dparea
0102,919,23024,34490,682820
0105,629,10598,32943,682819
0101,698,10134,35370,682820
0107,1587,39601,38237,682820
0106,1336,33529,29709,682819
0103,907,22465,38023,682819
0104,1147,19373,43494,682819
