geoid,dperim,dpperim,darea,dparea
0801,688,66103,12967,718457
0804,982,14482,44232,718456
0806,714,42102,11695,718456
0802,843,21465,28764,718457
0807,610,27276,13839,718456
0803,862,4485,61489,718457
0805,318,6335,28076,718457
