BLOCKID,CD113
340010001001000,02
340010001001001,02
340010001001002,02
340010001001003,02
340010001001004,02
340010001001005,02
340010001001006,02
340010001001007,02
340010001001008,02
340010001001009,02
340010001001010,02
340010001001011,02
340010001001012,02
340010001001013,02
340010001001014,02
340010001001015,02
340010001001016,02
340010001001017,02
340010001001018,02
340010001001019,02
340010001001020,02
340010001001021,02
340010001001022,02
340010001001023,02
340010001001024,02
340010001002000,02
340010001002001,02
340010001002002,02
340010001002003,02
340010001002004,02
340010001002005,02
340010001002006,02
340010001002007,02
340010001002008,02
340010001002009,02
340010001002010,02
340010001002011,02
340010001002012,02
340010001002013,02
340010001002014,02
340010001002015,02
340010001002016,02
340010001002017,02
340010001002018,02
340010001002019,02
340010001002020,02
340010001002021,02
340010001002022,02
340010001002023,02
340010001002024,02
340010001002025,02
340010001002026,02
340010001002027,02
340010001002028,02
340010001002029,02
340010001002030,02
340010001002031,02
340010002001000,02
340010002001001,02
340010002001002,02
340010002001003,02
340010002001004,02
340010002001005,02
340010002001006,02
340010002001007,02
340010002001008,02
340010002001009,02
340010002001010,02
340010002001011,02
340010002001012,02
340010002001013,02
340010002001014,02
340010002001015,02
340010002001016,02
340010002001017,02
340010002002000,02
340010002002001,02
340010002002002,02
340010002002003,02
340010002002004,02
340010002002005,02
340010002002006,02
340010002002007,02
340010002002008,02
340010002002009,02
340010002002010,02
340010002002011,02
340010002002012,02
340010002002013,02
340010002002014,02
340010002002015,02
340010002002016,02
340010002003000,02
340010002003001,02
340010002003002,02
340010002003003,02
340010002003004,02
340010002003005,02
340010002003006,02
340010002003007,02
340010002003008,02
340010002003009,02
340010002003010,02
340010002003011,02
340010002003012,02
340010002003013,02
340010002003014,02
340010003001000,02
340010003001001,02
340010003001002,02
340010003001003,02
340010003001004,02
340010003001005,02
340010003001006,02
340010003001007,02
340010003001008,02
340010003001009,02
340010003001010,02
340010003001011,02
340010003001012,02
340010003001013,02
340010003002000,02
340010003002001,02
340010003002002,02
340010003002003,02
340010003002004,02
340010003002005,02
340010003002006,02
340010003002007,02
340010003002008,02
340010003002009,02
340010003002010,02
340010003002011,02
340010003002012,02
340010003002013,02
340010003003000,02
340010003003001,02
340010003003002,02
340010003003003,02
340010003003004,02
340010003003005,02
340010003003006,02
340010003003007,02
340010003003008,02
340010003003009,02
340010003003010,02
340010003003011,02
340010003003012,02
340010003003013,02
340010003003014,02
340010003003015,02
340010003003016,02
340010004001000,02
