,geoid,perim (b),w_perim (b),area (b),w_area (b),a/p^2 (b) 0.5,w_a/p^2 (b) 0.5,rank_a/p^2 (b) 0.5,rank_w_a/p^2 (b) 0.5,a/p^2 (b) 0.1,w_a/p^2 (b) 0.1,rank_a/p^2 (b) 0.1,rank_w_a/p^2 (b) 0.1
221,2802,1108,16406,55366,741862,0.045098658916446197,0.0027562443184612263,194.0,111.0,0.045098658916446197,0.0027562443184612263,194.0,111.0
222,2801,783,15126,38587,741837,0.06293865980306285,0.0032423530221322694,133.0,97.0,0.06293865980306285,0.0032423530221322694,133.0,97.0
223,2803,1202,21406,41500,741822,0.028723619259082893,0.0016189322209889294,294.0,153.0,0.028723619259082893,0.0016189322209889294,294.0,153.0
224,2908,933,11303,70208,748616,0.08065351773543376,0.00585964964380377,93.0,61.0,0.08065351773543376,0.00585964964380377,93.0,61.0
225,2903,1137,44033,37808,748615,0.029245750787650383,0.00038610193157319626,289.0,318.0,0.029245750787650383,0.00038610193157319626,289.0,318.0
226,2904,1390,18369,64169,748616,0.033212049065783344,0.002218646324455995,256.0,130.0,0.033212049065783344,0.002218646324455995,256.0,130.0
227,2902,764,47305,14231,748616,0.024380842082179766,0.0003345376573106976,325.0,335.0,0.024380842082179766,0.0003345376573106976,325.0,335.0
228,2905,854,25032,24472,748616,0.0335547279917073,0.001194725146188079,254.0,179.0,0.0335547279917073,0.001194725146188079,254.0,179.0
229,2906,1281,16842,68984,748616,0.04203878093385522,0.002639196817982131,203.0,114.0,0.04203878093385522,0.002639196817982131,203.0,114.0
230,2907,682,9413,45739,748616,0.0983372176021878,0.00844895481631427,66.0,44.0,0.0983372176021878,0.00844895481631427,66.0,44.0
231,2901,441,20434,17954,748616,0.09231750145258406,0.0017928845587407846,74.0,144.0,0.09231750145258406,0.0017928845587407846,74.0,144.0
232,3000,881,3420,132288,989415,0.170438865132363,0.08459141274238227,21.0,5.0,0.170438865132363,0.08459141274238227,21.0,5.0
233,3102,241,4022,15399,608781,0.26512973261479655,0.03763370334369323,10.0,14.0,0.26512973261479655,0.03763370334369323,10.0,14.0
234,3101,880,6441,47495,608780,0.061331353305785125,0.014674177836389642,135.0,32.0,0.061331353305785125,0.014674177836389642,135.0,32.0
235,3103,1684,3275,130458,608780,0.046003041057091756,0.056759396305576595,188.0,12.0,0.046003041057091756,0.056759396305576595,188.0,12.0
236,3202,652,2630,41038,675138,0.09653637698069178,0.09760702048605589,67.0,3.0,0.09653637698069178,0.09760702048605589,67.0,3.0
237,3203,272,21279,9690,675138,0.13097426470588236,0.0014910428472773892,37.0,155.0,0.13097426470588236,0.0014910428472773892,37.0,155.0
238,3201,228,38982,5955,675138,0.1145544783010157,0.00044428772914036085,46.0,298.0,0.1145544783010157,0.00044428772914036085,46.0,298.0
239,3204,607,25599,27855,675137,0.07560069371880504,0.0010302577944470489,106.0,196.0,0.07560069371880504,0.0010302577944470489,106.0,196.0
240,3301,672,26760,20915,658233,0.046314749858276646,0.0009191945343763197,185.0,216.0,0.046314749858276646,0.0009191945343763197,185.0,216.0
241,3302,912,30317,27922,658237,0.03357042551554324,0.000716159641611471,253.0,249.0,0.03357042551554324,0.000716159641611471,253.0,249.0
242,3407,722,36701,14958,732658,0.028694531196046685,0.0005439331161158996,295.0,272.0,0.028694531196046685,0.0005439331161158996,295.0,272.0
243,3412,673,39031,12031,732658,0.026562662139099063,0.0004809300781704003,308.0,286.0,0.026562662139099063,0.0004809300781704003,308.0,286.0
244,3405,708,40313,15192,732658,0.03030738293593795,0.00045082818442229136,282.0,295.0,0.03030738293593795,0.00045082818442229136,282.0,295.0
245,3411,596,46386,13037,732658,0.03670161253997568,0.000340508101119104,236.0,334.0,0.03670161253997568,0.000340508101119104,236.0,334.0
246,3403,577,18292,19115,732658,0.057414643963127274,0.0021896712221771185,143.0,131.0,0.057414643963127274,0.0021896712221771185,143.0,131.0
247,3410,711,63585,7582,732658,0.014998387801891513,0.00018121408263530408,388.0,386.0,0.014998387801891513,0.00018121408263530408,388.0,386.0
248,3406,602,41798,12754,732657,0.03519276829174071,0.00041936260373497293,243.0,304.0,0.03519276829174071,0.00041936260373497293,243.0,304.0
249,3402,462,15456,28683,732658,0.13438185191431945,0.0030669526986913226,34.0,104.0,0.13438185191431945,0.0030669526986913226,34.0,104.0
250,3401,371,17686,14951,732658,0.10862315734410531,0.002342297499282884,53.0,124.0,0.10862315734410531,0.002342297499282884,53.0,124.0
251,3404,696,38292,17061,732657,0.035219728497820055,0.0004996715273353649,242.0,281.0,0.035219728497820055,0.0004996715273353649,242.0,281.0
252,3409,528,39823,8873,732658,0.0318275080348944,0.0004619908227119478,269.0,293.0,0.0318275080348944,0.0004619908227119478,269.0,293.0
253,3408,612,55567,5351,732658,0.014286705967790166,0.00023728342116112236,391.0,367.0,0.014286705967790166,0.00023728342116112236,391.0,367.0
254,3501,668,14317,17339,686393,0.03885716590770555,0.003348642585052767,223.0,93.0,0.03885716590770555,0.003348642585052767,223.0,93.0
255,3503,1424,13436,78270,686393,0.03859893794975382,0.003802181597058411,225.0,81.0,0.03859893794975382,0.003802181597058411,225.0,81.0
256,3502,1169,10010,73000,686393,0.053418764328851766,0.006850222704368559,161.0,54.0,0.053418764328851766,0.006850222704368559,161.0,54.0
257,3619,1002,30644,38279,717708,0.038126342126126984,0.0007642877166640475,228.0,240.0,0.038126342126126984,0.0007642877166640475,228.0,240.0
258,3606,352,48652,4330,717707,0.034946410123966945,0.0003032115816937502,244.0,345.0,0.034946410123966945,0.0003032115816937502,244.0,345.0
259,3617,421,29387,12058,717708,0.06803166310278096,0.0008310693796370371,121.0,233.0,0.06803166310278096,0.0008310693796370371,121.0,233.0
260,3618,563,32242,17035,717707,0.05374342601326944,0.000690403898059539,156.0,251.0,0.05374342601326944,0.000690403898059539,156.0,251.0
261,3611,204,45391,6140,717708,0.14753940792003076,0.0003483439609098734,28.0,330.0,0.14753940792003076,0.0003483439609098734,28.0,330.0
262,3610,469,138806,2277,717707,0.010351835098040107,3.72503796656923e-05,414.0,434.0,0.010351835098040107,3.72503796656923e-05,414.0,434.0
263,3622,828,14974,29206,717708,0.04260017736703307,0.0032009001703304112,202.0,99.0,0.04260017736703307,0.0032009001703304112,202.0,99.0
264,3625,172,9247,10511,717707,0.3552934018388318,0.008393545843709724,5.0,45.0,0.3552934018388318,0.008393545843709724,5.0,45.0
265,3615,117,26657,2406,717708,0.175761560376945,0.001010008998802637,20.0,201.0,0.175761560376945,0.001010008998802637,20.0,201.0
266,3623,844,13359,38098,717707,0.05348318770917095,0.004021603797822809,160.0,78.0,0.05348318770917095,0.004021603797822809,160.0,78.0
267,3602,329,17205,12370,717708,0.11428201882835524,0.0024245906901924,47.0,121.0,0.11428201882835524,0.0024245906901924,47.0,121.0
268,3601,215,12041,16064,717707,0.3475175770686858,0.004950192288299146,6.0,70.0,0.3475175770686858,0.004950192288299146,6.0,70.0
269,3616,290,22965,7351,717707,0.08740784780023782,0.001360862612001176,77.0,167.0,0.08740784780023782,0.001360862612001176,77.0,167.0
270,3605,352,41120,6355,717708,0.05128970816115702,0.0004244646966645975,168.0,303.0,0.05128970816115702,0.0004244646966645975,168.0,303.0
271,3614,322,59071,3677,717708,0.035463523783804636,0.0002056833519183714,241.0,378.0,0.035463523783804636,0.0002056833519183714,241.0,378.0
272,3607,588,132837,2822,717708,0.008162108380767273,4.06733242888214e-05,424.0,433.0,0.008162108380767273,4.06733242888214e-05,424.0,433.0
273,3620,475,14917,17244,717708,0.07642770083102493,0.003225409105912855,102.0,98.0,0.07642770083102493,0.003225409105912855,102.0,98.0
274,3627,591,25534,20554,717707,0.05884660201957736,0.0011008026691945116,140.0,190.0,0.05884660201957736,0.0011008026691945116,140.0,190.0
275,3612,291,90579,2428,717707,0.02867231138035687,8.747664911968139e-05,296.0,421.0,0.02867231138035687,8.747664911968139e-05,296.0,421.0
276,3613,164,60153,1538,717707,0.057183224271267104,0.0001983501798661934,144.0,382.0,0.057183224271267104,0.0001983501798661934,144.0,382.0
277,3621,700,11277,41041,717707,0.08375714285714286,0.005643649333802278,84.0,63.0,0.08375714285714286,0.005643649333802278,84.0,63.0
278,3603,391,27200,11384,717707,0.07446314453725447,0.0009700840722318339,108.0,208.0,0.07446314453725447,0.0009700840722318339,108.0,208.0
279,3609,313,80072,2328,717708,0.02376261878757566,0.00011194029180311802,330.0,415.0,0.02376261878757566,0.00011194029180311802,330.0,415.0
280,3626,252,18566,9930,717707,0.15636810279667424,0.0020821426960486926,24.0,133.0,0.15636810279667424,0.0020821426960486926,24.0,133.0
281,3604,351,20260,11444,717708,0.09288885642161995,0.0017485131591385044,70.0,145.0,0.09288885642161995,0.0017485131591385044,70.0,145.0
282,3608,404,81760,3468,717708,0.02124791687089501,0.00010736581412448634,351.0,417.0,0.02124791687089501,0.00010736581412448634,351.0,417.0
283,3624,407,9797,19831,717707,0.11971699195286419,0.007477578241382644,42.0,50.0,0.11971699195286419,0.007477578241382644,42.0,50.0
284,3701,2257,101057,24578,733499,0.004824845618878028,7.182352618026897e-05,432.0,425.0,0.004824845618878028,7.182352618026897e-05,432.0,425.0
285,3702,1197,63926,20010,733499,0.013965573918086779,0.00017949173897823222,393.0,388.0,0.013965573918086779,0.00017949173897823222,393.0,388.0
286,3709,969,73496,12766,733498,0.013595878849068278,0.00013579116905636473,396.0,403.0,0.013595878849068278,0.00013579116905636473,396.0,403.0
287,3705,1396,51121,23257,733499,0.011933912693656045,0.0002806731345015837,406.0,350.0,0.011933912693656045,0.0002806731345015837,406.0,350.0
288,3704,1461,95190,13469,733498,0.006310080809699225,8.094989324793389e-05,427.0,422.0,0.006310080809699225,8.094989324793389e-05,427.0,422.0
289,3710,847,28102,23492,733499,0.032745616517216816,0.0009288061175481099,258.0,214.0,0.032745616517216816,0.0009288061175481099,258.0,214.0
290,3711,890,30763,38585,733499,0.04871228380255018,0.0007750721912046339,175.0,238.0,0.04871228380255018,0.0007750721912046339,175.0,238.0
291,3712,1726,114727,13597,733499,0.004564166875903804,5.572733201321605e-05,433.0,431.0,0.004564166875903804,5.572733201321605e-05,433.0,431.0
292,3703,1305,47213,28074,733499,0.016484784427709516,0.00032906093831029475,381.0,337.0,0.016484784427709516,0.00032906093831029475,381.0,337.0
293,3706,1652,60448,21881,733499,0.008017649748782017,0.00020074080139861295,425.0,380.0,0.008017649748782017,0.00020074080139861295,425.0,380.0
294,3708,899,45341,26449,733499,0.03272576995079195,0.0003567938315876757,259.0,327.0,0.03272576995079195,0.0003567938315876757,259.0,327.0
295,3713,1645,96146,15135,733498,0.005593074712909156,7.934809276039446e-05,431.0,424.0,0.005593074712909156,7.934809276039446e-05,431.0,424.0
296,3707,1044,42723,27694,733498,0.025408831344225717,0.00040186062161409145,316.0,312.0,0.025408831344225717,0.00040186062161409145,316.0,312.0
297,3800,908,4579,133769,672591,0.1622496555337771,0.03207818329555138,22.0,17.0,0.1622496555337771,0.03207818329555138,22.0,17.0
298,3911,816,63791,11058,721032,0.016607194348327567,0.00017718857642144036,379.0,390.0,0.016607194348327567,0.00017718857642144036,379.0,390.0
299,3904,1404,35570,35903,721032,0.018213630571180427,0.0005698844529537792,369.0,268.0,0.018213630571180427,0.0005698844529537792,369.0,268.0
300,3903,1048,76567,13084,721031,0.011912913000407902,0.00012299024731881152,407.0,408.0,0.011912913000407902,0.00012299024731881152,407.0,408.0
301,3906,1490,25532,45564,721032,0.020523399846853745,0.0011060757428160914,361.0,188.0,0.020523399846853745,0.0011060757428160914,361.0,188.0
302,3910,371,9942,16963,721032,0.12324089479152288,0.007294693045857889,40.0,51.0,0.12324089479152288,0.007294693045857889,40.0,51.0
303,3912,1259,48122,24446,721031,0.015422555692737469,0.0003113627107677522,386.0,341.0,0.015422555692737469,0.0003113627107677522,386.0,341.0
304,3901,800,65538,11050,721032,0.017265625,0.0001678680986430675,372.0,396.0,0.017265625,0.0001678680986430675,372.0,396.0
305,3914,594,42560,14333,721032,0.04062227210375358,0.00039806253179942337,210.0,313.0,0.04062227210375358,0.00039806253179942337,210.0,313.0
306,3907,1579,57202,36853,721031,0.014781162350530895,0.00022035936381244872,390.0,374.0,0.014781162350530895,0.00022035936381244872,390.0,374.0
307,3905,1077,28842,40030,721031,0.03451073298451888,0.0008667686442851284,246.0,225.0,0.03451073298451888,0.0008667686442851284,246.0,225.0
308,3915,1741,48410,26924,721031,0.008882639559945775,0.0003076690226159439,423.0,342.0,0.008882639559945775,0.0003076690226159439,423.0,342.0
309,3909,822,57119,14075,721032,0.020830743365241742,0.00022100054693491406,357.0,373.0,0.020830743365241742,0.00022100054693491406,357.0,373.0
310,3913,1371,65736,18966,721031,0.010090224675882256,0.00016685813659304556,416.0,398.0,0.010090224675882256,0.00016685813659304556,416.0,398.0
311,3916,1114,83575,13280,721031,0.010701082034108087,0.00010322886840844769,413.0,418.0,0.010701082034108087,0.00010322886840844769,413.0,418.0
312,3902,881,38763,19365,721031,0.024949720483250254,0.00047986511037941416,320.0,287.0,0.024949720483250254,0.00047986511037941416,320.0,287.0
313,3908,759,25886,23450,721032,0.04070608126287796,0.0010760306592508752,209.0,191.0,0.04070608126287796,0.0010760306592508752,209.0,191.0
314,4002,1353,14263,82198,750270,0.044901997094955834,0.003688041648704789,195.0,83.0,0.044901997094955834,0.003688041648704789,195.0,83.0
315,4003,1518,20446,99692,750270,0.043263013360968335,0.0017947372153266229,200.0,143.0,0.043263013360968335,0.0017947372153266229,200.0,143.0
316,4001,680,13916,21828,750270,0.047205882352941174,0.0038742598076034742,180.0,80.0,0.047205882352941174,0.0038742598076034742,180.0,80.0
317,4004,723,27139,43673,750270,0.08354807175419768,0.001018661515915486,85.0,198.0,0.08354807175419768,0.001018661515915486,85.0,198.0
318,4005,557,22621,21727,750271,0.07003084619128506,0.0014662045423529551,117.0,158.0,0.07003084619128506,0.0014662045423529551,117.0,158.0
319,4104,604,6172,49457,766214,0.13556697074689705,0.020113990849482684,33.0,27.0,0.13556697074689705,0.020113990849482684,33.0,27.0
320,4102,754,6384,80440,766215,0.14149118054724932,0.01880030492113743,31.0,29.0,0.14149118054724932,0.01880030492113743,31.0,29.0
321,4105,999,21512,27311,766214,0.027365704042380718,0.0016557261371307232,304.0,149.0,0.027365704042380718,0.0016557261371307232,304.0,149.0
322,4103,482,25727,18458,766215,0.07944938964549508,0.0011576368871757132,97.0,183.0,0.07944938964549508,0.0011576368871757132,97.0,183.0
323,4101,625,16961,20955,766216,0.0536448,0.002663473059287516,158.0,113.0,0.0536448,0.002663473059287516,158.0,113.0
324,4204,586,16633,22045,705687,0.06419702034968375,0.0025507678941390066,128.0,115.0,0.06419702034968375,0.0025507678941390066,128.0,115.0
325,4203,915,30347,29048,705688,0.034695571680253216,0.0007662689063305072,245.0,239.0,0.034695571680253216,0.0007662689063305072,245.0,239.0
326,4215,811,26478,24372,705687,0.03705522554396165,0.0010065648521755048,232.0,202.0,0.03705522554396165,0.0010065648521755048,232.0,202.0
327,4214,848,42402,20322,705688,0.028260168209327162,0.00039250035064220456,298.0,316.0,0.028260168209327162,0.00039250035064220456,298.0,316.0
328,4210,1494,31474,45327,705687,0.020307468159115712,0.0007123742882531013,362.0,250.0,0.020307468159115712,0.0007123742882531013,362.0,250.0
329,4206,1303,55084,16602,705688,0.009778485094613116,0.00023257433787553784,417.0,372.0,0.009778485094613116,0.00023257433787553784,417.0,372.0
330,4217,1244,35248,26261,705687,0.016969556766369246,0.0005679932275222435,376.0,269.0,0.016969556766369246,0.0005679932275222435,376.0,269.0
331,4213,902,76344,9721,705687,0.01194807301832341,0.0001210771794754977,405.0,410.0,0.01194807301832341,0.0001210771794754977,405.0,410.0
332,4211,1214,28080,33443,705688,0.022691742954927277,0.0008949907062442675,340.0,220.0,0.022691742954927277,0.0008949907062442675,340.0,220.0
333,4209,1323,24259,40903,705688,0.0233687495322308,0.0011991318640648821,334.0,178.0,0.0233687495322308,0.0011991318640648821,334.0,178.0
334,4218,1039,38773,21754,705688,0.020151530169399207,0.0004694117130008107,363.0,291.0,0.020151530169399207,0.0004694117130008107,363.0,291.0
335,4216,973,29651,17784,705688,0.01878467861447151,0.0008026644764454127,368.0,237.0,0.01878467861447151,0.0008026644764454127,368.0,237.0
336,4205,1152,23134,43154,705688,0.032517421392746916,0.0013185945304927283,263.0,170.0,0.032517421392746916,0.0013185945304927283,263.0,170.0
337,4202,552,40239,8954,705688,0.02938589582020584,0.00043583125703021837,286.0,300.0,0.02938589582020584,0.00043583125703021837,286.0,300.0
338,4212,1204,37690,23667,705688,0.016326392644672796,0.000496775829913791,382.0,284.0,0.016326392644672796,0.000496775829913791,382.0,284.0
339,4201,973,63431,10638,705688,0.011236584069992575,0.00017539193365332208,409.0,392.0,0.011236584069992575,0.00017539193365332208,409.0,392.0
340,4207,1829,109210,13815,705688,0.004129747303706968,5.91681401589548e-05,435.0,430.0,0.004129747303706968,5.91681401589548e-05,435.0,430.0
341,4208,397,22034,13735,705688,0.08714603861454612,0.0014535368359603737,79.0,160.0,0.08714603861454612,0.0014535368359603737,79.0,160.0
342,4402,432,16268,13727,526284,0.07355431241426612,0.001988620167154671,111.0,137.0,0.07355431241426612,0.001988620167154671,111.0,137.0
343,4401,540,22980,11454,526283,0.0392798353909465,0.0009965963516161554,219.0,204.0,0.0392798353909465,0.0009965963516161554,219.0,204.0
344,4505,933,25019,26768,660766,0.03075053217214692,0.001055620447193895,279.0,193.0,0.03075053217214692,0.001055620447193895,279.0,193.0
345,4507,534,10998,28369,660767,0.09948589543968915,0.005462870615335473,64.0,65.0,0.09948589543968915,0.005462870615335473,64.0,65.0
346,4506,1644,42970,35162,660766,0.013009779719513856,0.0003578631502708835,401.0,326.0,0.013009779719513856,0.0003578631502708835,401.0,326.0
347,4502,958,31953,23675,660766,0.025796392100801514,0.0006471789890436097,313.0,258.0,0.025796392100801514,0.0006471789890436097,313.0,258.0
348,4503,590,16511,28647,660767,0.08229531743751796,0.0024238268414087084,92.0,122.0,0.08229531743751796,0.0024238268414087084,92.0,122.0
349,4504,415,14586,17791,660766,0.10330091450137902,0.0031058127580981887,58.0,102.0,0.10330091450137902,0.0031058127580981887,58.0,102.0
350,4501,667,29722,21496,660766,0.0483176702503321,0.0007479828294332858,176.0,242.0,0.0483176702503321,0.0007479828294332858,176.0,242.0
351,4600,977,5207,88360,814180,0.09256921476455927,0.030029304555932133,72.0,19.0,0.09256921476455927,0.030029304555932133,72.0,19.0
352,4707,1264,30844,38898,705123,0.02434630868450569,0.0007411796590154166,326.0,244.0,0.02434630868450569,0.0007411796590154166,326.0,244.0
353,4706,865,22368,28596,705123,0.038218450332453476,0.0014093231075816464,227.0,163.0,0.038218450332453476,0.0014093231075816464,227.0,163.0
354,4709,363,27036,13348,705123,0.10129848446903293,0.0009646727379718988,60.0,210.0,0.10129848446903293,0.0009646727379718988,60.0,210.0
355,4701,623,26616,32166,705123,0.08287450821762868,0.000995357985853916,89.0,205.0,0.08287450821762868,0.000995357985853916,89.0,205.0
356,4704,1119,24975,30673,705123,0.024496051226639386,0.001130456582708835,324.0,185.0,0.024496051226639386,0.001130456582708835,324.0,185.0
357,4702,800,19276,21925,705123,0.0342578125,0.0018977152415253294,248.0,139.0,0.0342578125,0.0018977152415253294,248.0,139.0
358,4705,430,18365,14420,705123,0.07798810167658193,0.0020906581007134497,99.0,132.0,0.07798810167658193,0.0020906581007134497,99.0,132.0
359,4708,799,27474,30624,705122,0.04796984967128811,0.0009341583006663691,178.0,213.0,0.04796984967128811,0.0009341583006663691,178.0,213.0
360,4703,1067,28866,29466,705122,0.025881672989374514,0.0008462351301228517,312.0,229.0,0.025881672989374514,0.0008462351301228517,312.0,229.0
361,4835,1462,105957,12956,698488,0.006061445352486428,6.221564994910994e-05,428.0,429.0,0.006061445352486428,6.221564994910994e-05,428.0,429.0
362,4801,778,10446,32837,698488,0.054250566676138805,0.006401163296013681,153.0,57.0,0.054250566676138805,0.006401163296013681,153.0,57.0
363,4806,935,38472,18826,698498,0.02153450198747462,0.0004719278843158196,350.0,289.0,0.02153450198747462,0.0004719278843158196,350.0,289.0
364,4814,490,18513,27630,698472,0.11507705122865473,0.002037958794462607,45.0,135.0,0.11507705122865473,0.002037958794462607,45.0,135.0
365,4802,1117,82554,11434,698488,0.009164142666962681,0.0001024902865286104,421.0,419.0,0.009164142666962681,0.0001024902865286104,421.0,419.0
366,4834,1117,19228,29940,698487,0.023996364478648124,0.0018892529136635867,328.0,140.0,0.023996364478648124,0.0018892529136635867,328.0,140.0
367,4813,1142,7439,76101,698488,0.05835232378749912,0.01262204813154247,142.0,36.0,0.05835232378749912,0.01262204813154247,142.0,36.0
368,4827,870,16660,34286,698487,0.04529792574976879,0.0025165660501895834,192.0,118.0,0.04529792574976879,0.0025165660501895834,192.0,118.0
369,4836,865,26218,34165,698488,0.04566139864345618,0.00101615470201465,190.0,199.0,0.04566139864345618,0.00101615470201465,190.0,199.0
370,4803,463,20280,14623,698488,0.06821415409877361,0.0016983337807188513,120.0,147.0,0.06821415409877361,0.0016983337807188513,120.0,147.0
371,4808,653,43954,19111,698488,0.0448184724056012,0.00036154481838635965,196.0,325.0,0.0448184724056012,0.00036154481838635965,196.0,325.0
372,4816,300,11744,14089,698488,0.15654444444444446,0.005064386753929423,23.0,68.0,0.15654444444444446,0.005064386753929423,23.0,68.0
373,4821,1502,116176,20978,698488,0.009298742378116351,5.17518775468081e-05,419.0,432.0,0.009298742378116351,5.17518775468081e-05,419.0,432.0
374,4820,622,78044,8455,698488,0.02185409580132546,0.00011467794683701605,348.0,414.0,0.02185409580132546,0.00011467794683701605,348.0,414.0
375,4830,838,47650,14452,698487,0.02057974151434544,0.0003076327144963329,359.0,343.0,0.02057974151434544,0.0003076327144963329,359.0,343.0
376,4833,1424,83026,13111,698488,0.006465704298699659,0.00010132829127550152,426.0,420.0,0.006465704298699659,0.00010132829127550152,426.0,420.0
377,4817,809,36661,26198,698487,0.04002866393371236,0.0005196964061460103,214.0,278.0,0.04002866393371236,0.0005196964061460103,214.0,278.0
378,4828,1004,42623,24435,698488,0.02424068665576737,0.0003844774926253927,327.0,319.0,0.02424068665576737,0.0003844774926253927,327.0,319.0
379,4805,1073,43211,25589,698488,0.02222561926260869,0.0003740850181833159,347.0,321.0,0.02222561926260869,0.0003740850181833159,347.0,321.0
380,4811,1601,9223,63926,698488,0.024939909121446193,0.008211349398990021,321.0,48.0,0.024939909121446193,0.008211349398990021,321.0,48.0
381,4823,1531,62269,65914,698488,0.0281207750470251,0.00018014207742057624,299.0,387.0,0.0281207750470251,0.00018014207742057624,299.0,387.0
382,4812,912,36144,18509,698488,0.02225324138196368,0.0005346708684420255,346.0,275.0,0.02225324138196368,0.0005346708684420255,346.0,275.0
383,4818,1266,63518,15186,698488,0.00947492943404985,0.0001731272056828308,418.0,394.0,0.00947492943404985,0.0001731272056828308,418.0,394.0
384,4804,1175,21743,40247,698488,0.029151290176550475,0.001477474580237131,291.0,157.0,0.029151290176550475,0.001477474580237131,291.0,157.0
385,4826,470,24559,14805,698488,0.06702127659574468,0.0011580774126324137,123.0,182.0,0.06702127659574468,0.0011580774126324137,123.0,182.0
386,4832,958,51878,12488,698488,0.013606983930509369,0.00025953294791224624,395.0,359.0,0.013606983930509369,0.00025953294791224624,395.0,359.0
387,4831,583,20743,17468,698487,0.05139324897245866,0.0016233613166910593,167.0,152.0,0.05139324897245866,0.0016233613166910593,167.0,152.0
388,4824,725,49967,13216,698488,0.025143400713436386,0.00027976436709921263,319.0,352.0,0.025143400713436386,0.00027976436709921263,319.0,352.0
389,4807,649,65262,9870,698488,0.023432992799162396,0.00016399786397247877,333.0,401.0,0.023432992799162396,0.00016399786397247877,333.0,401.0
390,4822,688,44905,14657,698504,0.0309647951595457,0.0003464012862845056,276.0,331.0,0.0309647951595457,0.0003464012862845056,276.0,331.0
391,4825,1488,72472,28702,698478,0.012963023181870736,0.0001329879337452491,402.0,405.0,0.012963023181870736,0.0001329879337452491,402.0,405.0
392,4810,1328,105291,23706,698487,0.013441945492814631,6.300511763491735e-05,399.0,428.0,0.013441945492814631,6.300511763491735e-05,399.0,428.0
393,4815,1327,50491,23874,698488,0.013557616462673963,0.00027398766104926703,398.0,354.0,0.013557616462673963,0.00027398766104926703,398.0,354.0
394,4819,1373,2795,68620,698487,0.03640069194203686,0.08941177223575193,238.0,4.0,0.03640069194203686,0.08941177223575193,238.0,4.0
395,4809,645,53160,9937,698488,0.02388558379905054,0.000247166156826843,329.0,364.0,0.02388558379905054,0.000247166156826843,329.0,364.0
396,4829,969,49943,13890,698488,0.0147929466719065,0.0002800333120201136,389.0,351.0,0.0147929466719065,0.0002800333120201136,389.0,351.0
397,4904,664,24654,17751,690971,0.040261195383945424,0.0011368025449177762,212.0,184.0,0.040261195383945424,0.0011368025449177762,212.0,184.0
398,4901,589,4660,30356,690971,0.08750118903150861,0.03181910700141834,76.0,18.0,0.08750118903150861,0.03181910700141834,76.0,18.0
399,4902,757,13716,40454,690971,0.07059431217923773,0.0036728641701453497,115.0,84.0,0.07059431217923773,0.0036728641701453497,115.0,84.0
400,4903,755,13045,26845,690972,0.04709442568308408,0.004060432377178329,181.0,76.0,0.04709442568308408,0.004060432377178329,181.0,76.0
401,5000,532,6766,32580,625741,0.1151139126010515,0.013668807426746152,44.0,34.0,0.1151139126010515,0.013668807426746152,44.0,34.0
402,5108,273,31227,7512,727366,0.10079297991385903,0.0007459203747295185,61.0,243.0,0.10079297991385903,0.0007459203747295185,61.0,243.0
403,5111,578,79639,7466,727366,0.022347673040313213,0.00011468362192469966,344.0,413.0,0.022347673040313213,0.00011468362192469966,344.0,413.0
404,5102,783,37747,19324,708087,0.03151907798052159,0.0004969603487891637,273.0,283.0,0.03151907798052159,0.0004969603487891637,273.0,283.0
405,5105,1743,28703,48366,727365,0.015920085554907114,0.0008828721502869663,384.0,222.0,0.015920085554907114,0.0008828721502869663,384.0,222.0
406,5109,1527,31386,52693,727366,0.022598252198261462,0.0007383819228606863,342.0,245.0,0.022598252198261462,0.0007383819228606863,342.0,245.0
407,5107,811,33593,21016,727366,0.03195275808435492,0.0006445482248282456,266.0,260.0,0.03195275808435492,0.0006445482248282456,266.0,260.0
408,5106,1088,26103,35796,727366,0.030239646410034602,0.0010675104861206958,283.0,192.0,0.030239646410034602,0.0010675104861206958,283.0,192.0
409,5103,1152,53058,21005,746645,0.015827697000385804,0.0002652237494395701,385.0,357.0,0.015827697000385804,0.0002652237494395701,385.0,357.0
410,5101,956,44380,28909,727366,0.031631317729031355,0.000369299228811926,272.0,322.0,0.031631317729031355,0.000369299228811926,272.0,322.0
411,5110,890,55583,15531,727365,0.01960737280646383,0.00023543359415470258,364.0,369.0,0.01960737280646383,0.00023543359415470258,364.0,369.0
412,5104,1028,33094,28144,727366,0.026631743099819832,0.0006641320993429262,307.0,255.0,0.026631743099819832,0.0006641320993429262,307.0,255.0
413,5307,359,22785,11938,672457,0.09262808327061398,0.0012952883305983665,71.0,172.0,0.09262808327061398,0.0012952883305983665,71.0,172.0
414,5309,617,41458,11122,672460,0.02921544883093549,0.0003912458661237332,290.0,317.0,0.02921544883093549,0.0003912458661237332,290.0,317.0
415,5301,747,35354,17182,672444,0.030791618056339592,0.0005379959516869517,277.0,274.0,0.030791618056339592,0.0005379959516869517,277.0,274.0
416,5308,792,50440,20469,672463,0.03263219314355678,0.0002643128258792884,260.0,358.0,0.03263219314355678,0.0002643128258792884,260.0,358.0
417,5304,572,5302,30671,672456,0.09374235903956184,0.023921280639562788,68.0,23.0,0.09374235903956184,0.023921280639562788,68.0,23.0
418,5302,558,38783,13459,672454,0.043225934918616156,0.00044707437779964535,201.0,297.0,0.043225934918616156,0.00044707437779964535,201.0,297.0
